video_name,video_id,frame_number,timestamp_sec,track_id,frame_width,frame_height,video_fps,center_x,center_y,normalized_x,normalized_y,bbox_width,bbox_height,bbox_area_ratio,detection_confidence,motion_valid,movement_distance_px,movement_distance_norm,speed_px_s,speed_norm_s,acceleration_px_s2,acceleration_norm_s2,direction_angle_deg,direction_change_deg,direction_sin,direction_cos,consecutive_frames,sequence_id,scene_id,scene_name,behavior_label,behavior_label_value,transition_onset_frame,label_source,training_split
Crowd-Activity-All.avi,UMN_001,3,0.066667,1,320,240,30.0,126.3249,120.8036,0.39476523,0.50334818,23.5493,54.7708,0.01679449,0.67897,1,0.6871,0.00171779,20.6135,0.05153383,-169.9723,-0.42493066,47.7926,50.4974,0.74071833,0.67181572,3,SEQ_01,SCENE_01,Lawn,NORMAL,0,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
Crowd-Activity-All.avi,UMN_001,3,0.066667,2,320,240,30.0,173.8349,96.789,0.54323413,0.40328735,20.6523,50.1792,0.01349367,0.515122,1,0.3607,0.00090172,10.8206,0.02705149,54.7529,0.13688223,251.5216,175.1057,-0.94844294,-0.31694791,3,SEQ_01,SCENE_01,Lawn,NORMAL,0,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
Crowd-Activity-All.avi,UMN_001,3,0.066667,3,320,240,30.0,189.9543,97.6949,0.59360726,0.4070622,17.3752,48.3511,0.01093892,0.42323,1,0.6604,0.00165112,19.8135,0.04953363,335.6975,0.83924382,253.907,90.8209,-0.96081282,-0.27719798,3,SEQ_01,SCENE_01,Lawn,NORMAL,0,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
Crowd-Activity-All.avi,UMN_001,3,0.066667,4,320,240,30.0,273.8141,81.4669,0.85566907,0.33944558,19.907,51.559,0.01336439,0.446519,1,0.128,0.00031993,3.8392,0.00959804,72.1821,0.1804552,1.217,98.4552,0.0212385,0.99977444,3,SEQ_01,SCENE_01,Lawn,NORMAL,0,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
Crowd-Activity-All.avi,UMN_001,3,0.066667,5,320,240,30.0,312.3223,103.1357,0.97600708,0.42973229,14.5628,52.3854,0.0099333,0.511838,1,0.2558,0.00063954,7.6745,0.01918614,67.8884,0.16972093,123.4702,23.8971,0.83417313,-0.55150266,3,SEQ_01,SCENE_01,Lawn,NORMAL,0,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
Crowd-Activity-All.avi,UMN_001,3,0.066667,6,320,240,30.0,86.6558,56.0583,0.27079947,0.23357617,13.9482,41.0659,0.00745827,0.445489,1,0.2424,0.00060589,7.2706,0.01817661,98.3982,0.24599541,27.452,112.7212,0.46100504,0.88739752,3,SEQ_01,SCENE_01,Lawn,NORMAL,0,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
Crowd-Activity-All.avi,UMN_001,3,0.066667,7,320,240,30.0,106.31,58.2941,0.33221871,0.24289223,12.9649,41.1034,0.0069388,0.341446,1,0.2439,0.00060965,7.3158,0.01828943,134.6416,0.33660411,319.1345,75.4731,-0.65428592,0.75624727,3,SEQ_01,SCENE_01,Lawn,NORMAL,0,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
Crowd-Activity-All.avi,UMN_001,3,0.066667,8,320,240,30.0,253.6554,42.664,0.79267311,0.17776681,13.5831,38.0836,0.00673557,0.248754,1,0.204,0.00050991,6.1189,0.01529715,79.0068,0.19751703,118.9295,64.0484,0.87521518,-0.48373381,3,SEQ_01,SCENE_01,Lawn,NORMAL,0,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
Crowd-Activity-All.avi,UMN_001,3,0.066667,9,320,240,30.0,237.2123,73.0063,0.74128838,0.30419306,15.6263,45.7016,0.00929882,0.273609,1,0.3348,0.00083698,10.0437,0.02510927,-305.2075,-0.76301878,352.909,0.9268,-0.12344572,0.99235133,3,SEQ_01,SCENE_01,Lawn,NORMAL,0,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
Crowd-Activity-All.avi,UMN_001,4,0.1,1,320,240,30.0,126.8917,120.9902,0.39653659,0.5041258,23.7072,54.9178,0.01695243,0.718591,1,0.5968,0.00149192,17.903,0.04475754,-81.3155,-0.20328883,18.2242,29.5685,0.31273545,0.94984027,4,SEQ_01,SCENE_01,Lawn,NORMAL,0,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
Crowd-Activity-All.avi,UMN_001,4,0.1,2,320,240,30.0,173.833,96.554,0.54322822,0.40230816,20.6391,50.3098,0.01352014,0.501452,1,0.235,0.00058753,7.0504,0.0176259,-113.1071,-0.28276763,269.5387,18.0172,-0.99996759,-0.00805103,4,SEQ_01,SCENE_01,Lawn,NORMAL,0,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
Crowd-Activity-All.avi,UMN_001,4,0.1,3,320,240,30.0,189.2051,97.1066,0.59126585,0.40461079,17.4452,48.5713,0.01103303,0.335239,1,0.9526,0.0023816,28.5791,0.07144786,262.9708,0.65742696,218.1401,35.7668,-0.61758702,-0.78650255,4,SEQ_01,SCENE_01,Lawn,NORMAL,0,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
Crowd-Activity-All.avi,UMN_001,4,0.1,4,320,240,30.0,273.8045,81.1356,0.85563893,0.33806486,19.8996,51.5944,0.01336858,0.408304,1,0.3315,0.00082878,9.9454,0.02486351,183.1857,0.45796431,268.3331,92.8839,-0.99957681,-0.02908948,4,SEQ_01,SCENE_01,Lawn,NORMAL,0,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
Crowd-Activity-All.avi,UMN_001,4,0.1,5,320,240,30.0,312.1825,103.2893,0.97557034,0.43037224,14.5242,52.123,0.00985735,0.445147,1,0.2077,0.00051914,6.2297,0.01557413,-43.3442,-0.10836044,132.3003,8.8301,0.73962745,-0.67301652,4,SEQ_01,SCENE_01,Lawn,NORMAL,0,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
Crowd-Activity-All.avi,UMN_001,4,0.1,6,320,240,30.0,86.7621,55.9492,0.2711316,0.23312181,13.8954,40.9368,0.00740669,0.349334,1,0.1523,0.00038068,4.5682,0.01142045,-81.0739,-0.20268483,314.2641,73.1878,-0.71612973,0.6979672,4,SEQ_01,SCENE_01,Lawn,NORMAL,0,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
Crowd-Activity-All.avi,UMN_001,4,0.1,7,320,240,30.0,106.4111,58.2918,0.33253468,0.24288238,12.992,41.1409,0.00695964,0.3269,1,0.1011,0.00025285,3.0342,0.0075855,-128.4471,-0.32111786,358.6611,39.5266,-0.02336569,0.99972699,4,SEQ_01,SCENE_01,Lawn,NORMAL,0,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
Crowd-Activity-All.avi,UMN_001,4,0.1,8,320,240,30.0,253.2187,42.5393,0.79130838,0.1772471,13.7162,38.4554,0.006868,0.18673,1,0.4542,0.00113544,13.6253,0.03406327,225.1934,0.56298339,195.9398,77.0102,-0.27462683,-0.96155088,4,SEQ_01,SCENE_01,Lawn,NORMAL,0,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
Crowd-Activity-All.avi,UMN_001,4,0.1,9,320,240,30.0,237.5136,73.0755,0.74222989,0.30448128,15.6452,45.614,0.00929217,0.260049,1,0.3091,0.00077281,9.2737,0.02318426,-23.1002,-0.05775056,12.9304,20.0214,0.22376794,0.97464245,4,SEQ_01,SCENE_01,Lawn,NORMAL,0,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
Crowd-Activity-All.avi,UMN_001,5,0.133333,1,320,240,30.0,127.2551,121.3382,0.39767208,0.50557564,23.5793,54.406,0.01670388,0.730379,1,0.5031,0.00125774,15.0929,0.03773222,-84.3038,-0.21075953,43.7601,25.5359,0.69163984,0.72224257,5,SEQ_01,SCENE_01,Lawn,NORMAL,0,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
Crowd-Activity-All.avi,UMN_001,5,0.133333,2,320,240,30.0,173.8788,96.7096,0.5433712,0.40295672,20.194,49.4175,0.01299396,0.543203,1,0.1622,0.0004056,4.8672,0.012168,-65.4948,-0.163737,73.6197,164.081,0.95941117,0.28201102,5,SEQ_01,SCENE_01,Lawn,NORMAL,0,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
Crowd-Activity-All.avi,UMN_001,5,0.133333,3,320,240,30.0,188.8625,96.8961,0.5901953,0.40373392,17.4317,48.7098,0.01105593,0.369427,1,0.4021,0.00100513,12.0616,0.03015397,-495.5267,-1.2388167,211.5631,6.5771,-0.52343661,-0.85206462,5,SEQ_01,SCENE_01,Lawn,NORMAL,0,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
Crowd-Activity-All.avi,UMN_001,5,0.133333,4,320,240,30.0,274.373,80.8659,0.85741549,0.33694117,20.027,51.8838,0.01352964,0.424959,1,0.6292,0.00157305,18.8766,0.04719157,267.9366,0.66984157,334.6211,66.288,-0.42860267,0.90349308,5,SEQ_01,SCENE_01,Lawn,NORMAL,0,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
Crowd-Activity-All.avi,UMN_001,5,0.133333,5,320,240,30.0,312.0916,103.4679,0.97528615,0.43111645,14.5302,52.0054,0.00983916,0.533287,1,0.2004,0.00050108,6.0129,0.01503234,-6.5014,-0.0162535,116.9835,15.3168,0.89113737,-0.45373361,5,SEQ_01,SCENE_01,Lawn,NORMAL,0,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
Crowd-Activity-All.avi,UMN_001,5,0.133333,6,320,240,30.0,86.7825,55.3447,0.2711954,0.23060288,13.7005,40.365,0.0072008,0.308866,1,0.6049,0.00151222,18.1466,0.04536648,407.3524,1.0183811,271.9342,42.3299,-0.99943023,0.03375222,5,SEQ_01,SCENE_01,Lawn,NORMAL,0,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
Crowd-Activity-All.avi,UMN_001,5,0.133333,7,320,240,30.0,106.5969,58.3152,0.33311546,0.24298002,13.2673,41.9279,0.00724312,0.276329,1,0.1873,0.0004683,5.6196,0.01404898,77.5618,0.19390458,7.1865,8.5254,0.12509989,0.99214415,5,SEQ_01,SCENE_01,Lawn,NORMAL,0,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
Crowd-Activity-All.avi,UMN_001,5,0.133333,8,320,240,30.0,252.8566,42.2204,0.79017699,0.17591847,13.9942,39.2824,0.00715788,0.190056,1,0.4824,0.00120612,14.4734,0.03618358,25.4438,0.06360946,221.372,25.4322,-0.66094516,-0.75043421,5,SEQ_01,SCENE_01,Lawn,NORMAL,0,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
Crowd-Activity-All.avi,UMN_001,5,0.133333,9,320,240,30.0,237.1324,72.9805,0.74103863,0.30408537,15.7985,46.0241,0.00946762,0.24645,1,0.3929,0.00098217,11.786,0.02946498,75.3687,0.1884217,193.9963,178.9341,-0.2418593,-0.97031133,5,SEQ_01,SCENE_01,Lawn,NORMAL,0,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
Crowd-Activity-All.avi,UMN_001,6,0.166667,1,320,240,30.0,127.8102,121.6098,0.39940693,0.50670762,23.6078,54.2813,0.01668571,0.709087,1,0.6181,0.00154516,18.5419,0.04635474,103.4702,0.25867555,26.0757,17.6843,0.4395588,0.89821382,6,SEQ_01,SCENE_01,Lawn,NORMAL,0,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
Crowd-Activity-All.avi,UMN_001,6,0.166667,2,320,240,30.0,173.6603,96.7644,0.54268839,0.40318497,19.8531,48.6701,0.01258142,0.503257,1,0.2253,0.00056315,6.7578,0.01689453,56.7183,0.14179567,165.9256,92.3059,0.24318108,-0.96998091,6,SEQ_01,SCENE_01,Lawn,NORMAL,0,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
Crowd-Activity-All.avi,UMN_001,6,0.166667,3,320,240,30.0,188.3815,96.6007,0.58869216,0.40250287,17.2793,48.3843,0.01088603,0.38726,1,0.5645,0.00141124,16.9349,0.04233719,146.1987,0.36549676,211.56,0.0031,-0.52339105,-0.85209261,6,SEQ_01,SCENE_01,Lawn,NORMAL,0,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
Crowd-Activity-All.avi,UMN_001,6,0.166667,4,320,240,30.0,274.246,81.0124,0.85701861,0.33755155,20.0036,51.8194,0.01349709,0.403532,1,0.1939,0.00048469,5.8163,0.01454084,-391.8087,-0.97952175,130.9231,156.302,0.7555891,-0.65504589,6,SEQ_01,SCENE_01,Lawn,NORMAL,0,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
Crowd-Activity-All.avi,UMN_001,6,0.166667,5,320,240,30.0,312.1625,103.8836,0.97550793,0.43284853,14.3628,51.2493,0.00958442,0.514958,1,0.4217,0.00105428,12.6514,0.03162851,199.154,0.49788494,80.3118,36.6717,0.98573815,0.16828639,6,SEQ_01,SCENE_01,Lawn,NORMAL,0,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
Crowd-Activity-All.avi,UMN_001,6,0.166667,6,320,240,30.0,86.864,55.23,0.27144998,0.23012485,13.6235,40.0987,0.00711308,0.308143,1,0.1407,0.00035178,4.2213,0.01055331,-417.758,-1.04439502,305.3778,33.4436,-0.81535233,0.57896509,6,SEQ_01,SCENE_01,Lawn,NORMAL,0,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
Crowd-Activity-All.avi,UMN_001,6,0.166667,7,320,240,30.0,106.7274,58.4311,0.33352313,0.24346287,13.2845,41.8841,0.00724494,0.248772,1,0.1745,0.00043623,5.2348,0.01308697,-11.5441,-0.02886037,41.6151,34.4286,0.66412295,0.74762337,6,SEQ_01,SCENE_01,Lawn,NORMAL,0,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
Crowd-Activity-All.avi,UMN_001,6,0.166667,9,320,240,30.0,237.1746,72.9878,0.74117062,0.30411603,15.8192,46.1062,0.00949692,0.246817,1,0.0429,0.00010718,1.2862,0.00321547,-314.9941,-0.78748537,9.8856,175.8893,0.17168099,0.9851526,6,SEQ_01,SCENE_01,Lawn,NORMAL,0,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
Crowd-Activity-All.avi,UMN_001,7,0.2,1,320,240,30.0,127.1326,121.8241,0.39728932,0.50760032,23.5417,54.1643,0.01660317,0.632929,1,0.7107,0.00177675,21.3209,0.05330237,83.3715,0.2084288,162.4546,136.3788,0.30146222,-0.95347812,7,SEQ_01,SCENE_01,Lawn,NORMAL,0,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
Crowd-Activity-All.avi,UMN_001,7,0.2,2,320,240,30.0,173.5221,96.7023,0.54225655,0.40292605,19.6946,48.344,0.01239736,0.490808,1,0.1515,0.0003788,4.5456,0.01136401,-66.3661,-0.16591532,204.2124,38.2867,-0.41011971,-0.9120317,7,SEQ_01,SCENE_01,Lawn,NORMAL,0,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
Crowd-Activity-All.avi,UMN_001,7,0.2,3,320,240,30.0,188.2092,96.4608,0.58815367,0.40192013,17.1533,48.1971,0.01076483,0.384551,1,0.2219,0.00055483,6.6579,0.01664487,-308.3079,-0.77076966,219.0639,7.5039,-0.63018616,-0.77644408,7,SEQ_01,SCENE_01,Lawn,NORMAL,0,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
Crowd-Activity-All.avi,UMN_001,7,0.2,4,320,240,30.0,274.1168,81.0471,0.85661511,0.33769639,19.9563,51.6962,0.01343313,0.413456,1,0.1337,0.00033429,4.0115,0.01002879,-54.1446,-0.13536143,164.9322,34.0091,0.25996222,-0.96561879,7,SEQ_01,SCENE_01,Lawn,NORMAL,0,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
Crowd-Activity-All.avi,UMN_001,7,0.2,5,320,240,30.0,312.0262,104.0006,0.97508202,0.43333591,14.4127,51.1818,0.00960507,0.507971,1,0.1796,0.00044901,5.3881,0.01347025,-217.899,-0.54474762,139.3627,59.0509,0.65126876,-0.75884715,7,SEQ_01,SCENE_01,Lawn,NORMAL,0,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
Crowd-Activity-All.avi,UMN_001,7,0.2,6,320,240,30.0,86.9613,55.2772,0.27175415,0.23032172,13.5374,39.7898,0.00701368,0.256583,1,0.1082,0.00027049,3.2458,0.00811456,-29.2651,-0.07316263,25.8938,80.516,0.43670426,0.89960513,7,SEQ_01,SCENE_01,Lawn,NORMAL,0,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
Crowd-Activity-All.avi,UMN_001,7,0.2,7,320,240,30.0,106.8236,58.3661,0.33382366,0.24319224,13.2905,41.8149,0.00723622,0.23065,1,0.116,0.00029012,3.4815,0.00870364,-52.6,-0.13150002,325.9646,75.6504,-0.5597043,0.8286924,7,SEQ_01,SCENE_01,Lawn,NORMAL,0,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
Crowd-Activity-All.avi,UMN_001,7,0.2,9,320,240,30.0,237.111,72.9342,0.7409719,0.30389232,15.8431,46.0105,0.00949152,0.188288,1,0.0832,0.00020807,2.4968,0.00624198,36.3182,0.0907954,220.1754,149.7101,-0.64513028,-0.76407259,7,SEQ_01,SCENE_01,Lawn,NORMAL,0,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
Crowd-Activity-All.avi,UMN_001,8,0.233333,1,320,240,30.0,129.0756,122.235,0.40336126,0.50931253,22.979,53.7856,0.01609295,0.604801,1,1.986,0.004965,59.58,0.14894989,1147.7703,2.86942574,11.9416,150.513,0.20691387,0.97835916,8,SEQ_01,SCENE_01,Lawn,NORMAL,0,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
Crowd-Activity-All.avi,UMN_001,8,0.233333,2,320,240,30.0,173.2315,96.5855,0.54134853,0.40243945,19.8251,48.6634,0.01256198,0.402853,1,0.3132,0.00078289,9.3947,0.02348669,145.4721,0.36368029,201.896,2.3163,-0.37292335,-0.92786215,8,SEQ_01,SCENE_01,Lawn,NORMAL,0,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
Crowd-Activity-All.avi,UMN_001,8,0.233333,3,320,240,30.0,188.0242,96.1783,0.58757567,0.40074312,16.9816,47.9487,0.01060217,0.311128,1,0.3376,0.00084412,10.1294,0.0253236,104.1447,0.26036174,236.7846,17.7208,-0.83661736,-0.54778773,8,SEQ_01,SCENE_01,Lawn,NORMAL,0,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
Crowd-Activity-All.avi,UMN_001,8,0.233333,4,320,240,30.0,273.9692,81.0943,0.85615377,0.33789274,19.946,51.6982,0.01342674,0.43517,1,0.155,0.00038742,4.649,0.01162254,19.125,0.04781241,162.297,2.6352,0.30408343,-0.95264541,8,SEQ_01,SCENE_01,Lawn,NORMAL,0,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
Crowd-Activity-All.avi,UMN_001,8,0.233333,5,320,240,30.0,311.9813,103.8589,0.97494168,0.43274531,14.5036,51.2731,0.0096829,0.542281,1,0.1487,0.00037172,4.4606,0.01115147,-27.8254,-0.06956353,252.4209,113.0582,-0.95330074,-0.30202267,8,SEQ_01,SCENE_01,Lawn,NORMAL,0,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
