sequence_id,scene_id,scene_name,zone_id,window_id,window_seconds,start_frame,end_frame,observed_frames,expected_frames,zone_presence_ratio,unique_person_count,avg_person_count_per_frame,max_person_count_per_frame,avg_bbox_area_ratio,max_bbox_area_ratio,avg_detection_confidence,valid_motion_rows,avg_movement_distance_norm,avg_speed_px_s,avg_speed_norm_s,max_speed_norm_s,speed_std_norm_s,avg_acceleration_norm_s2,acceleration_std_norm_s2,avg_direction_change_deg,mean_direction_deg,direction_consistency,movement_activity_ratio,behavior_label,behavior_label_value,transition_onset_frame,label_source,training_split
SEQ_01,SCENE_01,Lawn,ZONE_A,5,2.0,301,360,60,60,1.0,5,3.5833333333333335,4,0.010347842046511626,0.02240039,0.4320244604651162,214,0.0012464301395348838,14.957164186046514,0.037392910790697675,0.28602358,0.039502860771738424,0.0063414383255813965,1.027701282855443,40.42724325581395,103.1757602319255,0.3638627202514694,0.9953488372093023,NORMAL,0,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
SEQ_01,SCENE_01,Lawn,ZONE_B,5,2.0,301,360,60,60,1.0,5,2.2666666666666666,3,0.011827510367647058,0.0222283,0.4457533455882353,133,0.0011363777205882352,13.636533823529412,0.034091338308823535,0.29723858,0.031586406100648376,0.01570954705882352,0.9814883350726064,42.3812080882353,170.12716129880633,0.4773851303937003,0.9779411764705882,NORMAL,0,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
SEQ_01,SCENE_01,Lawn,ZONE_C,5,2.0,301,360,60,60,1.0,4,2.4166666666666665,3,0.009241552965517241,0.01304384,0.43606073103448273,144,0.0010091611034482757,12.109931034482758,0.03027483034482759,0.12709972,0.020101593748840685,-0.0020116797931034364,0.7056893560654222,49.214496551724146,186.33946644306965,0.31995079380186675,0.993103448275862,NORMAL,0,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
SEQ_01,SCENE_01,Lawn,ZONE_A,6,2.0,361,420,60,60,1.0,5,3.6,4,0.01019251560185185,0.01296045,0.49206381481481487,214,0.0007644094444444444,9.172919907407408,0.02293228912037037,0.07525887,0.013265856918179915,-2.784046296296289e-05,0.4322277693835955,45.67169907407407,116.28459045373907,0.6029961008344591,0.9907407407407407,NORMAL,0,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
SEQ_01,SCENE_01,Lawn,ZONE_B,6,2.0,361,420,60,60,1.0,5,3.15,4,0.011393541851851851,0.02278213,0.407408343915344,185,0.0014121093650793651,16.945314814814814,0.04236328206349207,0.33366842,0.044791778694091136,-0.018596579682539676,1.1286588071150645,40.146298412698414,21.746300931798867,0.38734371233204296,0.9788359788359788,NORMAL,0,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
SEQ_01,SCENE_01,Lawn,ZONE_C,6,2.0,361,420,60,60,1.0,3,2.433333333333333,3,0.009619882054794521,0.01163436,0.45701016438356173,143,0.0009427991780821919,11.313594520547946,0.028283986917808215,0.08288019,0.01825624322756362,0.02639407082191781,0.4579009021317755,48.39155753424658,199.37815150346515,0.30127674276370736,0.9794520547945206,NORMAL,0,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
SEQ_01,SCENE_01,Lawn,ZONE_A,7,2.0,421,480,60,60,1.0,4,2.2666666666666666,3,0.011193578382352942,0.01316158,0.46605214705882353,135,0.0009646413970588235,11.575694117647059,0.028939240441176475,0.06372977,0.014828158094166249,0.009045073382352936,0.5158774969193289,40.71546691176471,72.96523997872067,0.5328664882361374,0.9926470588235294,NORMAL,0,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
SEQ_01,SCENE_01,Lawn,ZONE_B,7,2.0,421,480,60,60,1.0,5,3.7333333333333334,4,0.013513764508928572,0.01881931,0.4737089196428572,224,0.0013459928125,16.151918303571428,0.040379787008928573,0.25015949,0.034885923487623476,-0.005605474776785723,0.9844051510096814,42.86772991071429,3.3534612182842465,0.5463480906222343,1.0,NORMAL,0,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
SEQ_01,SCENE_01,Lawn,ZONE_C,7,2.0,421,480,60,60,1.0,5,2.0833333333333335,3,0.009587488879999998,0.01368525,0.453290144,124,0.0011457560000000002,13.749082399999999,0.03437269848,0.17966274,0.02986154082650815,-0.004735547280000013,0.7392991298995235,40.9032984,256.16218750162386,0.415910837744182,0.992,NORMAL,0,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
SEQ_01,SCENE_01,Lawn,ZONE_A,9,2.0,541,576,30,60,0.5,6,1.4333333333333333,4,0.012189247209302326,0.01844996,0.5140573023255813,37,0.008693359534883722,104.32031627906976,0.26080078906976745,0.68407117,0.17024623623655727,0.11281197069767439,3.921051876651045,9.078523255813952,175.99616043885305,0.810554039026005,0.8604651162790697,ABNORMAL,1,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
SEQ_01,SCENE_01,Lawn,ZONE_B,9,2.0,541,587,47,60,0.7833333333333333,3,1.2765957446808511,3,0.017210292999999998,0.02282599,0.6927864499999999,58,0.005527943833333334,66.33532166666667,0.16583831200000002,0.43919909,0.07867269579017366,0.07211922433333334,1.9987047777300957,14.655279999999998,39.88617416427528,0.8000004950815444,0.9666666666666667,ABNORMAL,1,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
SEQ_01,SCENE_01,Lawn,ZONE_C,9,2.0,541,600,51,60,0.85,9,1.7843137254901962,3,0.012254907252747253,0.02012462,0.5726417472527473,82,0.006212822637362637,74.55387582417582,0.1863846776923077,0.46155957,0.11275022541486515,-0.30094062373626373,2.8532664697233767,14.275205494505496,7.460325530981478,0.8161619743378024,0.9010989010989011,ABNORMAL,1,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
SEQ_01,SCENE_01,Lawn,ZONE_C,10,2.0,601,610,10,60,0.16666666666666666,1,1.0,1,0.004597321,0.00580353,0.6114397,10,0.00428765,51.45179,0.12862946400000003,0.19612255,0.041382967299170605,0.164466152,1.3321594743271556,12.92972,28.408637886190856,0.9692141877870464,1.0,ABNORMAL,1,526,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,TRAIN
SEQ_02,SCENE_01,Lawn,ZONE_A,0,2.0,627,686,60,60,1.0,7,3.9,5,0.011588404401709402,0.01677544,0.4806370897435897,228,0.0012787347863247862,15.344813247863247,0.038362036324786325,0.13982308,0.023826876315437194,0.006945489615384616,0.7924565009144964,35.83304487179487,247.60243763758172,0.1929418934805914,0.9743589743589743,NORMAL,0,1331,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_B,0,2.0,627,686,60,60,1.0,7,3.7,5,0.010490549009009009,0.03059469,0.41768645045045044,216,0.0012282536486486488,14.739040540540541,0.03684760599099099,0.30197693,0.03760337845855761,0.004152079099099109,0.9551813795203169,39.37462162162163,20.21740342602844,0.41095428389055993,0.972972972972973,NORMAL,0,1331,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_C,0,2.0,628,686,59,60,0.9833333333333333,2,1.7457627118644068,2,0.009486149417475729,0.01171933,0.4953115339805826,102,0.001229559805825243,14.754717475728151,0.03688679242718446,0.08566335,0.01906949994558298,-0.001966639999999993,0.5662821827677685,31.453686407766995,144.61554650492417,0.16192622975941112,0.9902912621359223,NORMAL,0,1331,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_A,1,2.0,687,746,60,60,1.0,7,4.2,5,0.010097141666666667,0.01599304,0.48060504365079365,247,0.0009383555952380952,11.26026626984127,0.028150664722222222,0.17376652,0.023651176820665774,-0.004590872698412719,0.7589860128311641,50.999972619047625,212.49008711326545,0.1763278974258043,0.9801587301587301,NORMAL,0,1331,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_B,1,2.0,687,746,60,60,1.0,12,4.85,6,0.011365320034364261,0.03272624,0.493380793814433,285,0.0015520283161512029,18.624340893470787,0.046560851615120274,0.23620539,0.040230159560010206,-0.0006104208934707865,1.1617614630691426,49.3061439862543,358.389991667011,0.25315958552678175,0.979381443298969,NORMAL,0,1331,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_C,1,2.0,687,735,49,60,0.8166666666666667,2,1.7142857142857142,2,0.008569226428571428,0.01258721,0.5126258095238094,84,0.0016368794047619047,19.64254761904762,0.049106379285714284,0.16115337,0.02914330854882291,-0.002614656547619044,0.9562550868685018,42.48843690476191,164.11695353717852,0.6462712387290341,1.0,NORMAL,0,1331,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_A,2,2.0,747,806,60,60,1.0,4,3.2,4,0.011931718541666669,0.01942674,0.5074494427083333,185,0.0011643172395833332,13.9718109375,0.03492951760416666,0.22939483,0.03628580267095965,0.0006026528124999953,1.2043162343443987,45.68903541666666,340.5667719141692,0.42396458710763985,0.9635416666666666,NORMAL,0,1331,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_B,2,2.0,747,806,60,60,1.0,8,5.25,8,0.01154227273015873,0.0193349,0.5097972222222221,312,0.0016135187936507937,19.362229206349205,0.04840557203174603,0.34064887,0.04171383546053217,-0.010305324349206337,1.2442325428000902,44.64898126984127,13.927814211554532,0.25210120447159434,0.9904761904761905,NORMAL,0,1331,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_C,2,2.0,774,806,33,60,0.55,1,1.0,1,0.010981237878787879,0.01165537,0.4697725757575758,33,0.0006844790909090909,8.213754545454545,0.020534364848484848,0.0395132,0.009981024533480829,-0.02598617212121213,0.335903856926564,38.52207878787879,85.3653483102897,0.4048960467877235,1.0,NORMAL,0,1331,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_A,3,2.0,807,866,60,60,1.0,4,2.45,4,0.012770571428571428,0.02032604,0.5814889387755101,140,0.0011447968027210884,13.737562585034016,0.03434390795918367,0.22484191,0.036139849327859734,-0.005563741292516994,1.1770320298607724,48.78587551020408,307.87089667795374,0.31126514288159035,0.9523809523809523,NORMAL,0,1331,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_B,3,2.0,807,866,60,60,1.0,11,5.983333333333333,7,0.010527530250696379,0.0259478,0.44676285793871867,350,0.0015543576880222842,18.652289972144846,0.04663072699164345,0.68006537,0.05337227102767339,-0.010746917632311974,1.6822398253999904,49.74721253481894,228.43152799099386,0.10988322182166754,0.9749303621169917,NORMAL,0,1331,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_C,3,2.0,823,866,44,60,0.7333333333333333,2,1.5227272727272727,2,0.011577664925373134,0.01531961,0.6640612537313433,66,0.0014925807462686568,17.9109671641791,0.044777425820895514,0.14189821,0.03078609798567166,-0.008329438358208959,0.638785465684092,29.268780597014928,349.76936393906567,0.7990075687212534,0.9850746268656716,NORMAL,0,1331,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_A,4,2.0,867,926,60,60,1.0,5,3.5,5,0.009964894238095238,0.01263303,0.502289938095238,208,0.000929879,11.158548571428573,0.027896371,0.12961608,0.022953889778494052,-0.012431011285714288,0.5294325031286774,39.593466190476185,259.47602964251286,0.38259692483333896,0.9904761904761905,NORMAL,0,1331,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_B,4,2.0,867,926,60,60,1.0,7,3.3,5,0.01054711227272727,0.01825414,0.4255948939393939,194,0.0018393147979797978,22.071778282828287,0.05517945616161615,0.21921284,0.03919632665905182,0.08387839828282828,0.9998953970312687,36.13706767676768,319.5658029768956,0.12889186692805757,0.9797979797979798,NORMAL,0,1331,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_C,4,2.0,867,926,60,60,1.0,2,1.8666666666666667,2,0.00957444232142857,0.0122585,0.4736980267857143,112,0.0010838613392857143,13.006336607142858,0.03251583955357142,0.07639137,0.018127994731847924,-0.010529843571428572,0.5305828628310028,36.1698375,336.7528140642662,0.7822446572670945,1.0,NORMAL,0,1331,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_A,5,2.0,927,986,60,60,1.0,5,3.65,5,0.010164561415525112,0.01220425,0.5364552922374429,219,0.000648816894977169,7.785805479452056,0.01946451095890411,0.12412613,0.01481405823128595,0.007576238310502286,0.4120846730533348,44.541451598173516,265.6897362459189,0.49192911643517234,1.0,NORMAL,0,1331,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_B,5,2.0,927,986,60,60,1.0,8,3.8833333333333333,6,0.010060322188841201,0.01463377,0.4260902145922747,228,0.0013017669098712447,15.621204291845494,0.039053010085836906,0.13039742,0.02900634857606969,-0.009600947339055798,0.7675969594896074,47.205508583690985,70.0608850091057,0.025772984028148527,0.9785407725321889,NORMAL,0,1331,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_C,5,2.0,927,986,60,60,1.0,3,1.9,3,0.010396581491228069,0.01393593,0.5127273333333333,113,0.0010216621929824562,12.25993596491228,0.030649848070175435,0.10697478,0.02113032060651964,-0.025992596228070174,0.5136689852906512,34.46074473684211,320.8364982264578,0.6301021882829974,0.9912280701754386,NORMAL,0,1331,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_A,6,2.0,987,1046,60,60,1.0,5,3.316666666666667,5,0.009505084371859297,0.01218316,0.4579784522613065,197,0.0008486200502512564,10.183442713567839,0.02545860100502512,0.19989829,0.01932110207797372,0.028285734422110555,0.5856227130588619,42.18816432160804,303.2535014289757,0.4313770522354793,0.9899497487437185,NORMAL,0,1331,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_B,6,2.0,987,1046,60,60,1.0,7,4.116666666666666,5,0.009177655951417006,0.01417904,0.4216933481781377,245,0.0009517844939271256,11.421410931174089,0.028553531659919026,0.15883282,0.02583251740507223,0.0011480229959514078,0.700979336329354,48.03537570850202,81.84550903127672,0.22832436822757127,0.9919028340080972,NORMAL,0,1331,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_C,6,2.0,987,1046,60,60,1.0,6,3.6333333333333333,5,0.010139479082568808,0.01438766,0.49147886697247706,215,0.0010616607798165137,12.739929357798164,0.0318498273853211,0.13966203,0.02361668699461617,0.010779862339449532,0.5214922023589659,40.405220183486236,4.2030363584656625,0.4013301506186913,0.9862385321100917,NORMAL,0,1331,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_A,7,2.0,1047,1106,60,60,1.0,5,3.1333333333333333,4,0.009394809468085106,0.01414606,0.42057172872340426,186,0.0009759304787234044,11.711167021276598,0.029277919042553193,0.10408794,0.017635988088166996,-0.003962186595744693,0.5742506087290892,37.40540478723404,345.7119506360102,0.6300270839632159,0.9893617021276596,NORMAL,0,1331,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_B,7,2.0,1047,1106,60,60,1.0,8,4.166666666666667,7,0.009000292040000002,0.01487527,0.44323988,247,0.00098224276,11.786911199999999,0.029467279120000002,0.13029101,0.02354282412228127,0.0041567132,0.5714039842505882,49.333806800000005,41.271991686699415,0.2645663038006221,0.988,NORMAL,0,1331,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_C,7,2.0,1047,1106,60,60,1.0,5,4.166666666666667,5,0.00932819172,0.01326575,0.458615316,250,0.0009892200800000002,11.870641599999999,0.029676601759999997,0.14884275,0.022161456657388966,0.007904465679999997,0.729574479633904,49.86587480000001,157.961090039866,0.30290139831493273,1.0,NORMAL,0,1331,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_A,8,2.0,1107,1166,60,60,1.0,3,1.8,2,0.009618568425925926,0.01477975,0.35956089814814807,105,0.0014925493518518518,17.910597222222222,0.04477648787037038,0.28656398,0.03894922225927021,-0.042817238518518534,1.0268726124711016,36.65161851851852,68.3067816204994,0.2056260847635868,0.9722222222222222,NORMAL,0,1331,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_B,8,2.0,1107,1166,60,60,1.0,11,5.733333333333333,8,0.009732896337209302,0.0155006,0.4437298081395349,341,0.001016574418604651,12.19889069767442,0.03049722369186046,0.29995562,0.030971158547763236,0.032142214302325584,0.9251158659015319,44.35935087209302,271.1735505197223,0.14987097426842141,0.9912790697674418,NORMAL,0,1331,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_C,8,2.0,1107,1166,60,60,1.0,4,2.566666666666667,4,0.009644899025974025,0.01760872,0.45799741558441565,154,0.001315684155844156,15.788207142857145,0.039470520129870124,0.13307373,0.022188569448671206,0.01819915974025974,0.5538543332358502,31.59994090909091,175.98888209010238,0.7331535248301025,1.0,NORMAL,0,1331,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_A,9,2.0,1167,1226,60,60,1.0,3,1.2666666666666666,2,0.009106194210526317,0.01047032,0.5489700526315789,74,0.0007090661842105262,8.508793421052632,0.02127197894736842,0.0575904,0.012070772861810899,0.01589872473684211,0.3145930380560926,39.79264868421052,52.723489820842715,0.4863514062433599,0.9736842105263158,NORMAL,0,1331,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_B,9,2.0,1167,1226,60,60,1.0,11,5.883333333333334,8,0.010110605694050992,0.02343898,0.4203557223796034,342,0.0016278206515580734,19.533848725212465,0.04883461878186969,0.48830632,0.0486474472215422,0.02719081810198299,1.3957630798240197,38.67813909348442,195.95264476893718,0.1954913981299718,0.9688385269121813,NORMAL,0,1331,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_C,9,2.0,1167,1226,60,60,1.0,2,1.3333333333333333,2,0.009879386375000002,0.011697,0.598387625,80,0.00105873675,12.70484625,0.03176211525,0.1090856,0.018629715457524974,-0.0030976550000000103,0.45500805066628663,33.029465,84.56377800083548,0.3685344829708447,1.0,NORMAL,0,1331,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_A,10,2.0,1227,1286,60,60,1.0,2,2.0,2,0.010713567666666667,0.01296235,0.5386015583333332,120,0.0013379891666666667,16.055868333333333,0.04013966525,0.12042098,0.02896134053336873,-0.010509988916666664,0.6443755646060608,27.560745833333332,134.284620447457,0.46711651852504693,1.0,NORMAL,0,1331,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,VALIDATION
