sequence_id,scene_id,scene_name,zone_id,window_id,start_frame,end_frame,zone_presence_ratio,unique_person_count,avg_person_count_per_frame,max_person_count_per_frame,avg_bbox_area_ratio,max_bbox_area_ratio,avg_detection_confidence,valid_motion_rows,avg_movement_distance_norm,avg_speed_norm_s,max_speed_norm_s,speed_std_norm_s,avg_acceleration_norm_s2,acceleration_std_norm_s2,avg_direction_change_deg,direction_consistency,movement_activity_ratio,frames_until_transition,seconds_until_transition,future_forecast_label,future_abnormal_within_6sec,training_split
SEQ_01,SCENE_01,Lawn,ZONE_B,3,181,240,1.0,7,4.016666666666667,5,0.011249302033195,0.03418826,0.4012858340248962,237,0.0015490264315352,0.0464707934024896,0.57778034,0.0621723346118279,-0.0002073273443983,2.0239511169894278,46.98906804979253,0.2881466949346342,0.983402489626556,286,9.533333333333333,NO_TRANSITION_WITHIN_6SEC,0,TRAIN
SEQ_01,SCENE_01,Lawn,ZONE_C,3,181,240,1.0,4,3.45,4,0.0101803740096618,0.01534941,0.5070300869565217,206,0.0009096887439613,0.0272906520289855,0.14543415,0.0199188598382357,0.0065685549275362,0.4920973573306806,39.14329903381642,0.1894347677529182,0.9951690821256038,286,9.533333333333333,NO_TRANSITION_WITHIN_6SEC,0,TRAIN
SEQ_01,SCENE_01,Lawn,ZONE_A,4,241,300,1.0,4,3.716666666666667,4,0.0102275958295964,0.01637538,0.4473128565022423,223,0.0008889568161434,0.0266687081165919,0.12094087,0.0199497622877088,-0.0037592511210762,0.543995530815767,43.13176591928251,0.4303729559300505,1.0,226,7.533333333333333,NO_TRANSITION_WITHIN_6SEC,0,TRAIN
SEQ_01,SCENE_01,Lawn,ZONE_B,4,241,300,1.0,5,3.183333333333333,5,0.0102992281675392,0.01508759,0.4040356910994764,188,0.0012942668586387,0.0388280145026178,0.19298352,0.0270138023161287,0.0133357915706806,0.8217195686305686,44.75426806282723,0.3433086476740842,0.9842931937172776,226,7.533333333333333,NO_TRANSITION_WITHIN_6SEC,0,TRAIN
SEQ_01,SCENE_01,Lawn,ZONE_C,4,241,300,1.0,3,2.933333333333333,3,0.0097375307386363,0.01424093,0.4743383636363636,176,0.0008847017613636,0.0265410538068181,0.08054636,0.0149507459731318,-0.000295761875,0.4929588145705189,40.93361931818182,0.1535389192875678,1.0,226,7.533333333333333,NO_TRANSITION_WITHIN_6SEC,0,TRAIN
SEQ_01,SCENE_01,Lawn,ZONE_A,5,301,360,1.0,5,3.583333333333333,4,0.0103478420465116,0.02240039,0.4320244604651162,214,0.0012464301395348,0.0373929107906976,0.28602358,0.0395028607717384,0.0063414383255813,1.027701282855443,40.42724325581395,0.3638627202514694,0.9953488372093025,166,5.533333333333333,ABNORMAL_WITHIN_6SEC,1,TRAIN
SEQ_01,SCENE_01,Lawn,ZONE_B,5,301,360,1.0,5,2.2666666666666666,3,0.011827510367647,0.0222283,0.4457533455882353,133,0.0011363777205882,0.0340913383088235,0.29723858,0.0315864061006483,0.0157095470588235,0.9814883350726064,42.3812080882353,0.4773851303937003,0.9779411764705882,166,5.533333333333333,ABNORMAL_WITHIN_6SEC,1,TRAIN
SEQ_01,SCENE_01,Lawn,ZONE_C,5,301,360,1.0,4,2.4166666666666665,3,0.0092415529655172,0.01304384,0.4360607310344827,144,0.0010091611034482,0.0302748303448275,0.12709972,0.0201015937488406,-0.0020116797931034,0.7056893560654222,49.21449655172415,0.3199507938018667,0.993103448275862,166,5.533333333333333,ABNORMAL_WITHIN_6SEC,1,TRAIN
SEQ_01,SCENE_01,Lawn,ZONE_A,6,361,420,1.0,5,3.6,4,0.0101925156018518,0.01296045,0.4920638148148148,214,0.0007644094444444,0.0229322891203703,0.07525887,0.0132658569181799,-2.784046296296289e-05,0.4322277693835955,45.67169907407407,0.6029961008344591,0.9907407407407408,106,3.533333333333333,ABNORMAL_WITHIN_6SEC,1,TRAIN
SEQ_01,SCENE_01,Lawn,ZONE_B,6,361,420,1.0,5,3.15,4,0.0113935418518518,0.02278213,0.407408343915344,185,0.0014121093650793,0.042363282063492,0.33366842,0.0447917786940911,-0.0185965796825396,1.1286588071150645,40.146298412698414,0.3873437123320429,0.9788359788359788,106,3.533333333333333,ABNORMAL_WITHIN_6SEC,1,TRAIN
SEQ_01,SCENE_01,Lawn,ZONE_C,6,361,420,1.0,3,2.433333333333333,3,0.0096198820547945,0.01163436,0.4570101643835617,143,0.0009427991780821,0.0282839869178082,0.08288019,0.0182562432275636,0.0263940708219178,0.4579009021317755,48.39155753424658,0.3012767427637073,0.9794520547945206,106,3.533333333333333,ABNORMAL_WITHIN_6SEC,1,TRAIN
SEQ_01,SCENE_01,Lawn,ZONE_A,7,421,480,1.0,4,2.2666666666666666,3,0.0111935783823529,0.01316158,0.4660521470588235,135,0.0009646413970588,0.0289392404411764,0.06372977,0.0148281580941662,0.0090450733823529,0.5158774969193289,40.71546691176471,0.5328664882361374,0.9926470588235294,46,1.5333333333333334,ABNORMAL_WITHIN_6SEC,1,TRAIN
SEQ_01,SCENE_01,Lawn,ZONE_B,7,421,480,1.0,5,3.733333333333333,4,0.0135137645089285,0.01881931,0.4737089196428572,224,0.0013459928125,0.0403797870089285,0.25015949,0.0348859234876234,-0.0056054747767857,0.9844051510096814,42.86772991071429,0.5463480906222343,1.0,46,1.5333333333333334,ABNORMAL_WITHIN_6SEC,1,TRAIN
SEQ_01,SCENE_01,Lawn,ZONE_C,7,421,480,1.0,5,2.083333333333333,3,0.0095874888799999,0.01368525,0.453290144,124,0.001145756,0.03437269848,0.17966274,0.0298615408265081,-0.00473554728,0.7392991298995235,40.9032984,0.415910837744182,0.992,46,1.5333333333333334,ABNORMAL_WITHIN_6SEC,1,TRAIN
SEQ_02,SCENE_01,Lawn,ZONE_A,0,627,686,1.0,7,3.9,5,0.0115884044017094,0.01677544,0.4806370897435897,228,0.0012787347863247,0.0383620363247863,0.13982308,0.0238268763154371,0.0069454896153846,0.7924565009144964,35.83304487179487,0.1929418934805914,0.9743589743589745,645,21.5,NO_TRANSITION_WITHIN_6SEC,0,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_B,0,627,686,1.0,7,3.7,5,0.010490549009009,0.03059469,0.4176864504504504,216,0.0012282536486486,0.0368476059909909,0.30197693,0.0376033784585576,0.0041520790990991,0.9551813795203168,39.37462162162163,0.4109542838905599,0.972972972972973,645,21.5,NO_TRANSITION_WITHIN_6SEC,0,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_C,0,628,686,0.9833333333333332,2,1.7457627118644068,2,0.0094861494174757,0.01171933,0.4953115339805826,102,0.0012295598058252,0.0368867924271844,0.08566335,0.0190694999455829,-0.0019666399999999,0.5662821827677685,31.453686407766995,0.1619262297594111,0.9902912621359224,645,21.5,NO_TRANSITION_WITHIN_6SEC,0,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_A,1,687,746,1.0,7,4.2,5,0.0100971416666666,0.01599304,0.4806050436507936,247,0.000938355595238,0.0281506647222222,0.17376652,0.0236511768206657,-0.0045908726984127,0.7589860128311641,50.999972619047625,0.1763278974258043,0.98015873015873,585,19.5,NO_TRANSITION_WITHIN_6SEC,0,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_B,1,687,746,1.0,12,4.85,6,0.0113653200343642,0.03272624,0.493380793814433,285,0.0015520283161512,0.0465608516151202,0.23620539,0.0402301595600102,-0.0006104208934707,1.1617614630691426,49.3061439862543,0.2531595855267817,0.979381443298969,585,19.5,NO_TRANSITION_WITHIN_6SEC,0,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_C,1,687,735,0.8166666666666667,2,1.7142857142857142,2,0.0085692264285714,0.01258721,0.5126258095238094,84,0.0016368794047619,0.0491063792857142,0.16115337,0.0291433085488229,-0.002614656547619,0.9562550868685018,42.48843690476191,0.6462712387290341,1.0,596,19.866666666666667,NO_TRANSITION_WITHIN_6SEC,0,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_A,2,747,806,1.0,4,3.2,4,0.0119317185416666,0.01942674,0.5074494427083333,185,0.0011643172395833,0.0349295176041666,0.22939483,0.0362858026709596,0.0006026528124999,1.2043162343443987,45.68903541666666,0.4239645871076398,0.9635416666666666,525,17.5,NO_TRANSITION_WITHIN_6SEC,0,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_B,2,747,806,1.0,8,5.25,8,0.0115422727301587,0.0193349,0.5097972222222221,312,0.0016135187936507,0.048405572031746,0.34064887,0.0417138354605321,-0.0103053243492063,1.2442325428000902,44.64898126984127,0.2521012044715943,0.9904761904761904,525,17.5,NO_TRANSITION_WITHIN_6SEC,0,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_C,2,774,806,0.55,1,1.0,1,0.0109812378787878,0.01165537,0.4697725757575758,33,0.000684479090909,0.0205343648484848,0.0395132,0.0099810245334808,-0.0259861721212121,0.335903856926564,38.52207878787879,0.4048960467877235,1.0,525,17.5,NO_TRANSITION_WITHIN_6SEC,0,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_A,3,807,866,1.0,4,2.45,4,0.0127705714285714,0.02032604,0.5814889387755101,140,0.001144796802721,0.0343439079591836,0.22484191,0.0361398493278597,-0.0055637412925169,1.1770320298607724,48.78587551020408,0.3112651428815903,0.9523809523809524,465,15.5,NO_TRANSITION_WITHIN_6SEC,0,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_B,3,807,866,1.0,11,5.983333333333333,7,0.0105275302506963,0.0259478,0.4467628579387186,350,0.0015543576880222,0.0466307269916434,0.68006537,0.0533722710276733,-0.0107469176323119,1.6822398253999904,49.74721253481894,0.1098832218216675,0.9749303621169916,465,15.5,NO_TRANSITION_WITHIN_6SEC,0,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_C,3,823,866,0.7333333333333333,2,1.5227272727272727,2,0.0115776649253731,0.01531961,0.6640612537313433,66,0.0014925807462686,0.0447774258208955,0.14189821,0.0307860979856716,-0.0083294383582089,0.638785465684092,29.268780597014928,0.7990075687212534,0.9850746268656716,465,15.5,NO_TRANSITION_WITHIN_6SEC,0,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_A,4,867,926,1.0,5,3.5,5,0.0099648942380952,0.01263303,0.502289938095238,208,0.000929879,0.027896371,0.12961608,0.022953889778494,-0.0124310112857142,0.5294325031286774,39.593466190476185,0.3825969248333389,0.9904761904761904,405,13.5,NO_TRANSITION_WITHIN_6SEC,0,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_B,4,867,926,1.0,7,3.3,5,0.0105471122727272,0.01825414,0.4255948939393939,194,0.0018393147979797,0.0551794561616161,0.21921284,0.0391963266590518,0.0838783982828282,0.9998953970312688,36.13706767676768,0.1288918669280575,0.9797979797979798,405,13.5,NO_TRANSITION_WITHIN_6SEC,0,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_C,4,867,926,1.0,2,1.8666666666666667,2,0.0095744423214285,0.0122585,0.4736980267857143,112,0.0010838613392857,0.0325158395535714,0.07639137,0.0181279947318479,-0.0105298435714285,0.5305828628310028,36.1698375,0.7822446572670945,1.0,405,13.5,NO_TRANSITION_WITHIN_6SEC,0,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_A,5,927,986,1.0,5,3.65,5,0.0101645614155251,0.01220425,0.5364552922374429,219,0.0006488168949771,0.0194645109589041,0.12412613,0.0148140582312859,0.0075762383105022,0.4120846730533348,44.54145159817352,0.4919291164351723,1.0,345,11.5,NO_TRANSITION_WITHIN_6SEC,0,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_B,5,927,986,1.0,8,3.883333333333333,6,0.0100603221888412,0.01463377,0.4260902145922747,228,0.0013017669098712,0.0390530100858369,0.13039742,0.0290063485760696,-0.0096009473390557,0.7675969594896074,47.205508583690985,0.0257729840281485,0.9785407725321889,345,11.5,NO_TRANSITION_WITHIN_6SEC,0,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_C,5,927,986,1.0,3,1.9,3,0.010396581491228,0.01393593,0.5127273333333333,113,0.0010216621929824,0.0306498480701754,0.10697478,0.0211303206065196,-0.0259925962280701,0.5136689852906512,34.46074473684211,0.6301021882829974,0.9912280701754386,345,11.5,NO_TRANSITION_WITHIN_6SEC,0,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_A,6,987,1046,1.0,5,3.316666666666667,5,0.0095050843718592,0.01218316,0.4579784522613065,197,0.0008486200502512,0.0254586010050251,0.19989829,0.0193211020779737,0.0282857344221105,0.5856227130588619,42.18816432160804,0.4313770522354793,0.9899497487437184,285,9.5,NO_TRANSITION_WITHIN_6SEC,0,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_B,6,987,1046,1.0,7,4.116666666666666,5,0.009177655951417,0.01417904,0.4216933481781377,245,0.0009517844939271,0.028553531659919,0.15883282,0.0258325174050722,0.0011480229959514,0.700979336329354,48.03537570850202,0.2283243682275712,0.9919028340080972,285,9.5,NO_TRANSITION_WITHIN_6SEC,0,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_C,6,987,1046,1.0,6,3.633333333333333,5,0.0101394790825688,0.01438766,0.491478866972477,215,0.0010616607798165,0.0318498273853211,0.13966203,0.0236166869946161,0.0107798623394495,0.5214922023589659,40.40522018348624,0.4013301506186913,0.9862385321100916,285,9.5,NO_TRANSITION_WITHIN_6SEC,0,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_A,7,1047,1106,1.0,5,3.1333333333333333,4,0.0093948094680851,0.01414606,0.4205717287234042,186,0.0009759304787234,0.0292779190425531,0.10408794,0.0176359880881669,-0.0039621865957446,0.5742506087290892,37.40540478723404,0.6300270839632159,0.9893617021276596,225,7.5,NO_TRANSITION_WITHIN_6SEC,0,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_B,7,1047,1106,1.0,8,4.166666666666667,7,0.00900029204,0.01487527,0.44323988,247,0.00098224276,0.02946727912,0.13029101,0.0235428241222812,0.0041567132,0.5714039842505882,49.333806800000005,0.2645663038006221,0.988,225,7.5,NO_TRANSITION_WITHIN_6SEC,0,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_C,7,1047,1106,1.0,5,4.166666666666667,5,0.00932819172,0.01326575,0.458615316,250,0.00098922008,0.0296766017599999,0.14884275,0.0221614566573889,0.0079044656799999,0.729574479633904,49.86587480000001,0.3029013983149327,1.0,225,7.5,NO_TRANSITION_WITHIN_6SEC,0,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_A,8,1107,1166,1.0,3,1.8,2,0.0096185684259259,0.01477975,0.359560898148148,105,0.0014925493518518,0.0447764878703703,0.28656398,0.0389492222592702,-0.0428172385185185,1.0268726124711016,36.65161851851852,0.2056260847635868,0.9722222222222222,165,5.5,ABNORMAL_WITHIN_6SEC,1,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_B,8,1107,1166,1.0,11,5.733333333333333,8,0.0097328963372093,0.0155006,0.4437298081395349,341,0.0010165744186046,0.0304972236918604,0.29995562,0.0309711585477632,0.0321422143023255,0.925115865901532,44.35935087209302,0.1498709742684214,0.9912790697674418,165,5.5,ABNORMAL_WITHIN_6SEC,1,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_C,8,1107,1166,1.0,4,2.566666666666667,4,0.009644899025974,0.01760872,0.4579974155844156,154,0.0013156841558441,0.0394705201298701,0.13307373,0.0221885694486712,0.0181991597402597,0.5538543332358502,31.59994090909091,0.7331535248301025,1.0,165,5.5,ABNORMAL_WITHIN_6SEC,1,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_A,9,1167,1226,1.0,3,1.2666666666666666,2,0.0091061942105263,0.01047032,0.5489700526315789,74,0.0007090661842105,0.0212719789473684,0.0575904,0.0120707728618108,0.0158987247368421,0.3145930380560926,39.79264868421052,0.4863514062433599,0.9736842105263158,105,3.5,ABNORMAL_WITHIN_6SEC,1,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_B,9,1167,1226,1.0,11,5.883333333333334,8,0.0101106056940509,0.02343898,0.4203557223796034,342,0.001627820651558,0.0488346187818696,0.48830632,0.0486474472215422,0.0271908181019829,1.3957630798240197,38.67813909348442,0.1954913981299718,0.9688385269121812,105,3.5,ABNORMAL_WITHIN_6SEC,1,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_C,9,1167,1226,1.0,2,1.3333333333333333,2,0.009879386375,0.011697,0.598387625,80,0.00105873675,0.03176211525,0.1090856,0.0186297154575249,-0.003097655,0.4550080506662866,33.029465,0.3685344829708447,1.0,105,3.5,ABNORMAL_WITHIN_6SEC,1,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_A,10,1227,1286,1.0,2,2.0,2,0.0107135676666666,0.01296235,0.5386015583333332,120,0.0013379891666666,0.04013966525,0.12042098,0.0289613405333687,-0.0105099889166666,0.6443755646060608,27.56074583333333,0.4671165185250469,1.0,45,1.5,ABNORMAL_WITHIN_6SEC,1,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_B,10,1227,1286,1.0,7,3.4833333333333334,5,0.0093154548325358,0.01199731,0.5085354258373206,206,0.0009379127751196,0.0281373822488038,0.09916484,0.0170494573151922,-0.0210866306220095,0.6021144553564777,38.68809473684211,0.4030511937896012,0.985645933014354,45,1.5,ABNORMAL_WITHIN_6SEC,1,VALIDATION
SEQ_02,SCENE_01,Lawn,ZONE_C,10,1227,1286,1.0,2,1.95,2,0.0112019124786324,0.01418035,0.6300531282051283,117,0.0009673723076923,0.0290211692307692,0.08076771,0.0188703051325221,0.0022228218803418,0.5124764294562694,34.126087179487186,0.1536713408133943,1.0,45,1.5,ABNORMAL_WITHIN_6SEC,1,VALIDATION
SEQ_03,SCENE_02,Indoor,ZONE_A,0,1455,1514,1.0,3,2.3666666666666667,3,0.0100253470422535,0.01122289,0.522141838028169,139,0.0003537743661971,0.0106132341549295,0.05546709,0.0102496130256246,-0.0003416049295774,0.2828870574293762,65.12072394366197,0.1089586098776216,0.9788732394366196,293,9.766666666666667,NO_TRANSITION_WITHIN_6SEC,0,TRAIN
SEQ_03,SCENE_02,Indoor,ZONE_B,0,1455,1514,1.0,5,4.233333333333333,5,0.0105905619685039,0.01834607,0.5461181023622047,249,0.0008082310629921,0.0242469281889763,0.15511433,0.0219902296834458,0.0072361089763779,0.6340255218601661,51.15439566929134,0.2238990628418641,0.9803149606299212,293,9.766666666666667,NO_TRANSITION_WITHIN_6SEC,0,TRAIN
SEQ_03,SCENE_02,Indoor,ZONE_A,1,1515,1574,1.0,4,3.5,4,0.009299852,0.0109016,0.460324319047619,209,0.0005939266666666,0.0178177815714285,0.13557654,0.0205940416147435,0.0055042234285714,0.3915759938299859,64.21471571428572,0.0613433670826146,0.9952380952380953,233,7.766666666666667,NO_TRANSITION_WITHIN_6SEC,0,TRAIN
SEQ_03,SCENE_02,Indoor,ZONE_B,1,1515,1574,1.0,5,4.3,5,0.0102076789534883,0.01769009,0.4686362829457364,258,0.0010063343023255,0.0301900391472868,0.24818142,0.0333009429117128,0.0304487212790697,1.0090802584755785,56.39011046511629,0.0635121617120346,1.0,233,7.766666666666667,NO_TRANSITION_WITHIN_6SEC,0,TRAIN
SEQ_03,SCENE_02,Indoor,ZONE_A,2,1575,1634,1.0,5,3.466666666666667,5,0.0100294079326923,0.01538159,0.4525541971153846,206,0.0007361222115384,0.0220836779807692,0.16244695,0.0253004525653625,0.0092107977403846,0.5463813108977675,66.60823557692308,0.2201770957899452,0.9903846153846154,173,5.766666666666667,ABNORMAL_WITHIN_6SEC,1,TRAIN
SEQ_03,SCENE_02,Indoor,ZONE_B,2,1575,1634,1.0,6,4.366666666666666,5,0.0110325400763358,0.01931037,0.5086512213740458,259,0.0009688466030534,0.0290654001145038,0.27005037,0.0349380839657218,-0.0382029532061068,0.9328452146597188,50.40828244274809,0.1124729659793816,0.9885496183206108,173,5.766666666666667,ABNORMAL_WITHIN_6SEC,1,TRAIN
SEQ_03,SCENE_02,Indoor,ZONE_A,3,1635,1694,1.0,5,3.033333333333333,4,0.0102882523626373,0.01441768,0.3920287087912088,179,0.0008950685164835,0.0268520534615384,0.16075412,0.0269080743164796,0.0089509262637362,0.8778001360196506,58.60087472527472,0.1414235226133833,0.9835164835164836,113,3.7666666666666666,ABNORMAL_WITHIN_6SEC,1,TRAIN
SEQ_03,SCENE_02,Indoor,ZONE_B,3,1635,1694,1.0,5,4.533333333333333,5,0.010399309742647,0.01683414,0.5541724007352942,271,0.0007028937132352,0.0210868190808823,0.17592136,0.0228812970990384,-0.0026762090808823,0.604295885370399,52.55013088235294,0.081533016333529,0.9963235294117648,113,3.7666666666666666,ABNORMAL_WITHIN_6SEC,1,TRAIN
SEQ_03,SCENE_02,Indoor,ZONE_A,4,1695,1754,1.0,5,1.4,4,0.0121417844047619,0.01693356,0.4073011785714285,82,0.0014131621428571,0.0423948586904761,0.20132119,0.0405549381652621,0.0459799616666666,1.5667649362878773,60.647078571428565,0.190394686868891,0.9761904761904762,53,1.7666666666666666,ABNORMAL_WITHIN_6SEC,1,TRAIN
SEQ_03,SCENE_02,Indoor,ZONE_B,4,1695,1754,1.0,8,5.6,6,0.0102951455059523,0.01636899,0.3981133214285714,333,0.000883395595238,0.0265018655654761,0.23962199,0.024272165852111,0.0105256207738095,0.7160269347199046,45.5190431547619,0.2579832364431623,0.9910714285714286,53,1.7666666666666666,ABNORMAL_WITHIN_6SEC,1,TRAIN
SEQ_04,SCENE_02,Indoor,ZONE_A,0,2004,2063,1.0,7,5.983333333333333,7,0.0084606277437325,0.01818561,0.3990136880222842,352,0.0008025520891364,0.0240765629805013,0.27434376,0.0238169544344282,-0.0025858721448467,0.7154667328371673,56.7833799442897,0.1831380263673905,0.98050139275766,543,18.1,NO_TRANSITION_WITHIN_6SEC,0,TRAIN
SEQ_04,SCENE_02,Indoor,ZONE_B,0,2004,2063,1.0,3,2.933333333333333,3,0.0086808507954545,0.01169851,0.4678493579545454,172,0.0003806475,0.011419428465909,0.05664651,0.0109874279230817,0.0092902681818181,0.32208400454893,70.02261022727272,0.0430232491004229,0.9772727272727272,543,18.1,NO_TRANSITION_WITHIN_6SEC,0,TRAIN
SEQ_04,SCENE_02,Indoor,ZONE_A,1,2064,2123,1.0,5,4.2,5,0.0084769628571428,0.01218598,0.4027674722222222,251,0.0006055139682539,0.0181654140079365,0.13008971,0.0167492580988041,0.001503038531746,0.5714366330104994,70.88318452380952,0.0309879046948603,0.996031746031746,483,16.1,NO_TRANSITION_WITHIN_6SEC,0,TRAIN
SEQ_04,SCENE_02,Indoor,ZONE_B,1,2064,2123,1.0,4,3.85,4,0.0089075769696969,0.01163574,0.5321933636363636,230,0.0008059743722943,0.0241792269264069,0.13632405,0.0214264147286887,-0.0125350648484848,0.4766217470620512,47.1022935064935,0.1518589753539201,0.9956709956709956,483,16.1,NO_TRANSITION_WITHIN_6SEC,0,TRAIN
SEQ_04,SCENE_02,Indoor,ZONE_A,2,2124,2183,1.0,6,4.083333333333333,5,0.0103458319183673,0.01627407,0.3949389469387755,241,0.0008983938367346,0.0269518164489795,0.20455304,0.0249309435295787,0.0193849640816326,0.844571385690769,56.20996775510204,0.1791327691272285,0.9836734693877552,423,14.1,NO_TRANSITION_WITHIN_6SEC,0,TRAIN
