sequence_id,scene_id,scene_name,zone_id,current_window_id,future_window_id,current_start_frame,current_end_frame,future_start_frame,future_end_frame,forecast_horizon_sec,current_behavior_label,current_behavior_value,future_behavior_label,future_behavior_value,training_split,label_source,official_umn_ground_truth_claim,zone_presence_ratio,unique_person_count,avg_person_count_per_frame,max_person_count_per_frame,avg_bbox_area_ratio,max_bbox_area_ratio,avg_detection_confidence,valid_motion_rows,avg_movement_distance_norm,avg_speed_norm_s,max_speed_norm_s,speed_std_norm_s,avg_acceleration_norm_s2,acceleration_std_norm_s2,avg_direction_change_deg,direction_consistency,movement_activity_ratio,transition_type
SEQ_01,SCENE_01,Lawn,ZONE_B,3,4,181,240,241,300,2.0,NORMAL,0,NORMAL,0,TRAIN,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,NO,1.0,7,4.016666666666667,5,0.011249302033195,0.03418826,0.4012858340248962,237,0.0015490264315352,0.0464707934024896,0.57778034,0.0621723346118279,-0.0002073273443983,2.0239511169894278,46.98906804979253,0.2881466949346342,0.983402489626556,NORMAL_TO_NORMAL
SEQ_01,SCENE_01,Lawn,ZONE_B,4,5,241,300,301,360,2.0,NORMAL,0,NORMAL,0,TRAIN,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,NO,1.0,5,3.183333333333333,5,0.0102992281675392,0.01508759,0.4040356910994764,188,0.0012942668586387,0.0388280145026178,0.19298352,0.0270138023161287,0.0133357915706806,0.8217195686305686,44.75426806282723,0.3433086476740842,0.9842931937172776,NORMAL_TO_NORMAL
SEQ_01,SCENE_01,Lawn,ZONE_B,5,6,301,360,361,420,2.0,NORMAL,0,NORMAL,0,TRAIN,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,NO,1.0,5,2.2666666666666666,3,0.011827510367647,0.0222283,0.4457533455882353,133,0.0011363777205882,0.0340913383088235,0.29723858,0.0315864061006483,0.0157095470588235,0.9814883350726064,42.3812080882353,0.4773851303937003,0.9779411764705882,NORMAL_TO_NORMAL
SEQ_01,SCENE_01,Lawn,ZONE_B,6,7,361,420,421,480,2.0,NORMAL,0,NORMAL,0,TRAIN,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,NO,1.0,5,3.15,4,0.0113935418518518,0.02278213,0.407408343915344,185,0.0014121093650793,0.042363282063492,0.33366842,0.0447917786940911,-0.0185965796825396,1.1286588071150645,40.146298412698414,0.3873437123320429,0.9788359788359788,NORMAL_TO_NORMAL
SEQ_01,SCENE_01,Lawn,ZONE_C,0,1,1,60,61,120,2.0,NORMAL,0,NORMAL,0,TRAIN,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,NO,1.0,4,2.9833333333333334,4,0.0112406331284916,0.01409551,0.4127901787709497,175,0.0010411571508379,0.0312347046927374,0.12475084,0.0237522737257565,0.0083137041340782,0.6157155498173787,40.02165810055866,0.0919365009184089,0.9776536312849162,NORMAL_TO_NORMAL
SEQ_01,SCENE_01,Lawn,ZONE_C,1,2,61,120,121,180,2.0,NORMAL,0,NORMAL,0,TRAIN,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,NO,1.0,6,2.033333333333333,4,0.0124804040163934,0.01686587,0.454641868852459,116,0.0013256705737704,0.039770109262295,0.12758964,0.0277544858675113,0.0354269390983606,0.7825238227579694,31.647707377049176,0.4454510734213132,0.9508196721311476,NORMAL_TO_NORMAL
SEQ_01,SCENE_01,Lawn,ZONE_C,2,3,121,180,181,240,2.0,NORMAL,0,NORMAL,0,TRAIN,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,NO,1.0,8,4.833333333333333,6,0.0111815833103448,0.02187593,0.4664949103448276,286,0.001689295137931,0.0506788506206896,0.40802615,0.0464691798084273,-0.0077861297931034,1.3516710995412784,36.03803413793104,0.2370565923567681,0.986206896551724,NORMAL_TO_NORMAL
SEQ_01,SCENE_01,Lawn,ZONE_C,3,4,181,240,241,300,2.0,NORMAL,0,NORMAL,0,TRAIN,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,NO,1.0,4,3.45,4,0.0101803740096618,0.01534941,0.5070300869565217,206,0.0009096887439613,0.0272906520289855,0.14543415,0.0199188598382357,0.0065685549275362,0.4920973573306806,39.14329903381642,0.1894347677529182,0.9951690821256038,NORMAL_TO_NORMAL
SEQ_01,SCENE_01,Lawn,ZONE_C,4,5,241,300,301,360,2.0,NORMAL,0,NORMAL,0,TRAIN,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,NO,1.0,3,2.933333333333333,3,0.0097375307386363,0.01424093,0.4743383636363636,176,0.0008847017613636,0.0265410538068181,0.08054636,0.0149507459731318,-0.000295761875,0.4929588145705189,40.93361931818182,0.1535389192875678,1.0,NORMAL_TO_NORMAL
SEQ_01,SCENE_01,Lawn,ZONE_C,5,6,301,360,361,420,2.0,NORMAL,0,NORMAL,0,TRAIN,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,NO,1.0,4,2.4166666666666665,3,0.0092415529655172,0.01304384,0.4360607310344827,144,0.0010091611034482,0.0302748303448275,0.12709972,0.0201015937488406,-0.0020116797931034,0.7056893560654222,49.21449655172415,0.3199507938018667,0.993103448275862,NORMAL_TO_NORMAL
SEQ_01,SCENE_01,Lawn,ZONE_C,6,7,361,420,421,480,2.0,NORMAL,0,NORMAL,0,TRAIN,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,NO,1.0,3,2.433333333333333,3,0.0096198820547945,0.01163436,0.4570101643835617,143,0.0009427991780821,0.0282839869178082,0.08288019,0.0182562432275636,0.0263940708219178,0.4579009021317755,48.39155753424658,0.3012767427637073,0.9794520547945206,NORMAL_TO_NORMAL
SEQ_01,SCENE_01,Lawn,ZONE_C,9,10,541,600,601,610,2.0,ABNORMAL,1,ABNORMAL,1,TRAIN,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,NO,0.85,9,1.7843137254901962,3,0.0122549072527472,0.02012462,0.5726417472527473,82,0.0062128226373626,0.1863846776923077,0.46155957,0.1127502254148651,-0.3009406237362637,2.8532664697233767,14.275205494505496,0.8161619743378024,0.9010989010989012,ABNORMAL_TO_ABNORMAL
SEQ_02,SCENE_01,Lawn,ZONE_A,0,1,627,686,687,746,2.0,NORMAL,0,NORMAL,0,VALIDATION,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,NO,1.0,7,3.9,5,0.0115884044017094,0.01677544,0.4806370897435897,228,0.0012787347863247,0.0383620363247863,0.13982308,0.0238268763154371,0.0069454896153846,0.7924565009144964,35.83304487179487,0.1929418934805914,0.9743589743589745,NORMAL_TO_NORMAL
SEQ_02,SCENE_01,Lawn,ZONE_A,1,2,687,746,747,806,2.0,NORMAL,0,NORMAL,0,VALIDATION,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,NO,1.0,7,4.2,5,0.0100971416666666,0.01599304,0.4806050436507936,247,0.000938355595238,0.0281506647222222,0.17376652,0.0236511768206657,-0.0045908726984127,0.7589860128311641,50.999972619047625,0.1763278974258043,0.98015873015873,NORMAL_TO_NORMAL
SEQ_02,SCENE_01,Lawn,ZONE_A,2,3,747,806,807,866,2.0,NORMAL,0,NORMAL,0,VALIDATION,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,NO,1.0,4,3.2,4,0.0119317185416666,0.01942674,0.5074494427083333,185,0.0011643172395833,0.0349295176041666,0.22939483,0.0362858026709596,0.0006026528124999,1.2043162343443987,45.68903541666666,0.4239645871076398,0.9635416666666666,NORMAL_TO_NORMAL
SEQ_02,SCENE_01,Lawn,ZONE_A,3,4,807,866,867,926,2.0,NORMAL,0,NORMAL,0,VALIDATION,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,NO,1.0,4,2.45,4,0.0127705714285714,0.02032604,0.5814889387755101,140,0.001144796802721,0.0343439079591836,0.22484191,0.0361398493278597,-0.0055637412925169,1.1770320298607724,48.78587551020408,0.3112651428815903,0.9523809523809524,NORMAL_TO_NORMAL
SEQ_02,SCENE_01,Lawn,ZONE_A,4,5,867,926,927,986,2.0,NORMAL,0,NORMAL,0,VALIDATION,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,NO,1.0,5,3.5,5,0.0099648942380952,0.01263303,0.502289938095238,208,0.000929879,0.027896371,0.12961608,0.022953889778494,-0.0124310112857142,0.5294325031286774,39.593466190476185,0.3825969248333389,0.9904761904761904,NORMAL_TO_NORMAL
SEQ_02,SCENE_01,Lawn,ZONE_A,5,6,927,986,987,1046,2.0,NORMAL,0,NORMAL,0,VALIDATION,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,NO,1.0,5,3.65,5,0.0101645614155251,0.01220425,0.5364552922374429,219,0.0006488168949771,0.0194645109589041,0.12412613,0.0148140582312859,0.0075762383105022,0.4120846730533348,44.54145159817352,0.4919291164351723,1.0,NORMAL_TO_NORMAL
SEQ_02,SCENE_01,Lawn,ZONE_A,6,7,987,1046,1047,1106,2.0,NORMAL,0,NORMAL,0,VALIDATION,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,NO,1.0,5,3.316666666666667,5,0.0095050843718592,0.01218316,0.4579784522613065,197,0.0008486200502512,0.0254586010050251,0.19989829,0.0193211020779737,0.0282857344221105,0.5856227130588619,42.18816432160804,0.4313770522354793,0.9899497487437184,NORMAL_TO_NORMAL
SEQ_02,SCENE_01,Lawn,ZONE_A,7,8,1047,1106,1107,1166,2.0,NORMAL,0,NORMAL,0,VALIDATION,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,NO,1.0,5,3.1333333333333333,4,0.0093948094680851,0.01414606,0.4205717287234042,186,0.0009759304787234,0.0292779190425531,0.10408794,0.0176359880881669,-0.0039621865957446,0.5742506087290892,37.40540478723404,0.6300270839632159,0.9893617021276596,NORMAL_TO_NORMAL
SEQ_02,SCENE_01,Lawn,ZONE_A,8,9,1107,1166,1167,1226,2.0,NORMAL,0,NORMAL,0,VALIDATION,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,NO,1.0,3,1.8,2,0.0096185684259259,0.01477975,0.359560898148148,105,0.0014925493518518,0.0447764878703703,0.28656398,0.0389492222592702,-0.0428172385185185,1.0268726124711016,36.65161851851852,0.2056260847635868,0.9722222222222222,NORMAL_TO_NORMAL
SEQ_02,SCENE_01,Lawn,ZONE_A,9,10,1167,1226,1227,1286,2.0,NORMAL,0,NORMAL,0,VALIDATION,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,NO,1.0,3,1.2666666666666666,2,0.0091061942105263,0.01047032,0.5489700526315789,74,0.0007090661842105,0.0212719789473684,0.0575904,0.0120707728618108,0.0158987247368421,0.3145930380560926,39.79264868421052,0.4863514062433599,0.9736842105263158,NORMAL_TO_NORMAL
SEQ_02,SCENE_01,Lawn,ZONE_B,0,1,627,686,687,746,2.0,NORMAL,0,NORMAL,0,VALIDATION,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,NO,1.0,7,3.7,5,0.010490549009009,0.03059469,0.4176864504504504,216,0.0012282536486486,0.0368476059909909,0.30197693,0.0376033784585576,0.0041520790990991,0.9551813795203168,39.37462162162163,0.4109542838905599,0.972972972972973,NORMAL_TO_NORMAL
SEQ_02,SCENE_01,Lawn,ZONE_B,1,2,687,746,747,806,2.0,NORMAL,0,NORMAL,0,VALIDATION,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,NO,1.0,12,4.85,6,0.0113653200343642,0.03272624,0.493380793814433,285,0.0015520283161512,0.0465608516151202,0.23620539,0.0402301595600102,-0.0006104208934707,1.1617614630691426,49.3061439862543,0.2531595855267817,0.979381443298969,NORMAL_TO_NORMAL
SEQ_02,SCENE_01,Lawn,ZONE_B,2,3,747,806,807,866,2.0,NORMAL,0,NORMAL,0,VALIDATION,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,NO,1.0,8,5.25,8,0.0115422727301587,0.0193349,0.5097972222222221,312,0.0016135187936507,0.048405572031746,0.34064887,0.0417138354605321,-0.0103053243492063,1.2442325428000902,44.64898126984127,0.2521012044715943,0.9904761904761904,NORMAL_TO_NORMAL
SEQ_02,SCENE_01,Lawn,ZONE_B,3,4,807,866,867,926,2.0,NORMAL,0,NORMAL,0,VALIDATION,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,NO,1.0,11,5.983333333333333,7,0.0105275302506963,0.0259478,0.4467628579387186,350,0.0015543576880222,0.0466307269916434,0.68006537,0.0533722710276733,-0.0107469176323119,1.6822398253999904,49.74721253481894,0.1098832218216675,0.9749303621169916,NORMAL_TO_NORMAL
SEQ_02,SCENE_01,Lawn,ZONE_B,4,5,867,926,927,986,2.0,NORMAL,0,NORMAL,0,VALIDATION,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,NO,1.0,7,3.3,5,0.0105471122727272,0.01825414,0.4255948939393939,194,0.0018393147979797,0.0551794561616161,0.21921284,0.0391963266590518,0.0838783982828282,0.9998953970312688,36.13706767676768,0.1288918669280575,0.9797979797979798,NORMAL_TO_NORMAL
SEQ_02,SCENE_01,Lawn,ZONE_B,5,6,927,986,987,1046,2.0,NORMAL,0,NORMAL,0,VALIDATION,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,NO,1.0,8,3.883333333333333,6,0.0100603221888412,0.01463377,0.4260902145922747,228,0.0013017669098712,0.0390530100858369,0.13039742,0.0290063485760696,-0.0096009473390557,0.7675969594896074,47.205508583690985,0.0257729840281485,0.9785407725321889,NORMAL_TO_NORMAL
SEQ_02,SCENE_01,Lawn,ZONE_B,6,7,987,1046,1047,1106,2.0,NORMAL,0,NORMAL,0,VALIDATION,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,NO,1.0,7,4.116666666666666,5,0.009177655951417,0.01417904,0.4216933481781377,245,0.0009517844939271,0.028553531659919,0.15883282,0.0258325174050722,0.0011480229959514,0.700979336329354,48.03537570850202,0.2283243682275712,0.9919028340080972,NORMAL_TO_NORMAL
SEQ_02,SCENE_01,Lawn,ZONE_B,7,8,1047,1106,1107,1166,2.0,NORMAL,0,NORMAL,0,VALIDATION,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,NO,1.0,8,4.166666666666667,7,0.00900029204,0.01487527,0.44323988,247,0.00098224276,0.02946727912,0.13029101,0.0235428241222812,0.0041567132,0.5714039842505882,49.333806800000005,0.2645663038006221,0.988,NORMAL_TO_NORMAL
SEQ_02,SCENE_01,Lawn,ZONE_B,8,9,1107,1166,1167,1226,2.0,NORMAL,0,NORMAL,0,VALIDATION,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,NO,1.0,11,5.733333333333333,8,0.0097328963372093,0.0155006,0.4437298081395349,341,0.0010165744186046,0.0304972236918604,0.29995562,0.0309711585477632,0.0321422143023255,0.925115865901532,44.35935087209302,0.1498709742684214,0.9912790697674418,NORMAL_TO_NORMAL
SEQ_02,SCENE_01,Lawn,ZONE_B,9,10,1167,1226,1227,1286,2.0,NORMAL,0,NORMAL,0,VALIDATION,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,NO,1.0,11,5.883333333333334,8,0.0101106056940509,0.02343898,0.4203557223796034,342,0.001627820651558,0.0488346187818696,0.48830632,0.0486474472215422,0.0271908181019829,1.3957630798240197,38.67813909348442,0.1954913981299718,0.9688385269121812,NORMAL_TO_NORMAL
SEQ_02,SCENE_01,Lawn,ZONE_B,12,13,1347,1406,1407,1426,2.0,ABNORMAL,1,ABNORMAL,1,VALIDATION,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,NO,1.0,3,1.4,3,0.0139747826190476,0.01912977,0.785814880952381,83,0.0042094707142857,0.1262841294047619,0.25375848,0.0492966887064579,-0.0289735895238094,1.6879393692803533,23.52387738095238,0.8352423029589766,0.988095238095238,ABNORMAL_TO_ABNORMAL
SEQ_02,SCENE_01,Lawn,ZONE_C,0,1,628,686,687,735,2.0,NORMAL,0,NORMAL,0,VALIDATION,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,NO,0.9833333333333332,2,1.7457627118644068,2,0.0094861494174757,0.01171933,0.4953115339805826,102,0.0012295598058252,0.0368867924271844,0.08566335,0.0190694999455829,-0.0019666399999999,0.5662821827677685,31.453686407766995,0.1619262297594111,0.9902912621359224,NORMAL_TO_NORMAL
SEQ_02,SCENE_01,Lawn,ZONE_C,1,2,687,735,774,806,2.0,NORMAL,0,NORMAL,0,VALIDATION,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,NO,0.8166666666666667,2,1.7142857142857142,2,0.0085692264285714,0.01258721,0.5126258095238094,84,0.0016368794047619,0.0491063792857142,0.16115337,0.0291433085488229,-0.002614656547619,0.9562550868685018,42.48843690476191,0.6462712387290341,1.0,NORMAL_TO_NORMAL
SEQ_02,SCENE_01,Lawn,ZONE_C,2,3,774,806,823,866,2.0,NORMAL,0,NORMAL,0,VALIDATION,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,NO,0.55,1,1.0,1,0.0109812378787878,0.01165537,0.4697725757575758,33,0.000684479090909,0.0205343648484848,0.0395132,0.0099810245334808,-0.0259861721212121,0.335903856926564,38.52207878787879,0.4048960467877235,1.0,NORMAL_TO_NORMAL
SEQ_02,SCENE_01,Lawn,ZONE_C,3,4,823,866,867,926,2.0,NORMAL,0,NORMAL,0,VALIDATION,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,NO,0.7333333333333333,2,1.5227272727272727,2,0.0115776649253731,0.01531961,0.6640612537313433,66,0.0014925807462686,0.0447774258208955,0.14189821,0.0307860979856716,-0.0083294383582089,0.638785465684092,29.268780597014928,0.7990075687212534,0.9850746268656716,NORMAL_TO_NORMAL
SEQ_02,SCENE_01,Lawn,ZONE_C,4,5,867,926,927,986,2.0,NORMAL,0,NORMAL,0,VALIDATION,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,NO,1.0,2,1.8666666666666667,2,0.0095744423214285,0.0122585,0.4736980267857143,112,0.0010838613392857,0.0325158395535714,0.07639137,0.0181279947318479,-0.0105298435714285,0.5305828628310028,36.1698375,0.7822446572670945,1.0,NORMAL_TO_NORMAL
SEQ_02,SCENE_01,Lawn,ZONE_C,5,6,927,986,987,1046,2.0,NORMAL,0,NORMAL,0,VALIDATION,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,NO,1.0,3,1.9,3,0.010396581491228,0.01393593,0.5127273333333333,113,0.0010216621929824,0.0306498480701754,0.10697478,0.0211303206065196,-0.0259925962280701,0.5136689852906512,34.46074473684211,0.6301021882829974,0.9912280701754386,NORMAL_TO_NORMAL
SEQ_02,SCENE_01,Lawn,ZONE_C,6,7,987,1046,1047,1106,2.0,NORMAL,0,NORMAL,0,VALIDATION,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,NO,1.0,6,3.633333333333333,5,0.0101394790825688,0.01438766,0.491478866972477,215,0.0010616607798165,0.0318498273853211,0.13966203,0.0236166869946161,0.0107798623394495,0.5214922023589659,40.40522018348624,0.4013301506186913,0.9862385321100916,NORMAL_TO_NORMAL
SEQ_02,SCENE_01,Lawn,ZONE_C,7,8,1047,1106,1107,1166,2.0,NORMAL,0,NORMAL,0,VALIDATION,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,NO,1.0,5,4.166666666666667,5,0.00932819172,0.01326575,0.458615316,250,0.00098922008,0.0296766017599999,0.14884275,0.0221614566573889,0.0079044656799999,0.729574479633904,49.86587480000001,0.3029013983149327,1.0,NORMAL_TO_NORMAL
SEQ_02,SCENE_01,Lawn,ZONE_C,8,9,1107,1166,1167,1226,2.0,NORMAL,0,NORMAL,0,VALIDATION,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,NO,1.0,4,2.566666666666667,4,0.009644899025974,0.01760872,0.4579974155844156,154,0.0013156841558441,0.0394705201298701,0.13307373,0.0221885694486712,0.0181991597402597,0.5538543332358502,31.59994090909091,0.7331535248301025,1.0,NORMAL_TO_NORMAL
SEQ_02,SCENE_01,Lawn,ZONE_C,9,10,1167,1226,1227,1286,2.0,NORMAL,0,NORMAL,0,VALIDATION,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,NO,1.0,2,1.3333333333333333,2,0.009879386375,0.011697,0.598387625,80,0.00105873675,0.03176211525,0.1090856,0.0186297154575249,-0.003097655,0.4550080506662866,33.029465,0.3685344829708447,1.0,NORMAL_TO_NORMAL
SEQ_02,SCENE_01,Lawn,ZONE_C,12,13,1347,1406,1407,1435,2.0,ABNORMAL,1,ABNORMAL,1,VALIDATION,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,NO,1.0,5,1.7166666666666666,3,0.0128781037864077,0.02069497,0.6710723300970873,101,0.0051532622330097,0.1545978678640776,0.46492896,0.0912619037242648,0.0228522182524271,2.798283420179764,20.085938834951463,0.7725342720973741,0.9805825242718448,ABNORMAL_TO_ABNORMAL
SEQ_03,SCENE_02,Indoor,ZONE_A,0,1,1455,1514,1515,1574,2.0,NORMAL,0,NORMAL,0,TRAIN,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,NO,1.0,3,2.3666666666666667,3,0.0100253470422535,0.01122289,0.522141838028169,139,0.0003537743661971,0.0106132341549295,0.05546709,0.0102496130256246,-0.0003416049295774,0.2828870574293762,65.12072394366197,0.1089586098776216,0.9788732394366196,NORMAL_TO_NORMAL
SEQ_03,SCENE_02,Indoor,ZONE_A,1,2,1515,1574,1575,1634,2.0,NORMAL,0,NORMAL,0,TRAIN,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,NO,1.0,4,3.5,4,0.009299852,0.0109016,0.460324319047619,209,0.0005939266666666,0.0178177815714285,0.13557654,0.0205940416147435,0.0055042234285714,0.3915759938299859,64.21471571428572,0.0613433670826146,0.9952380952380953,NORMAL_TO_NORMAL
SEQ_03,SCENE_02,Indoor,ZONE_A,2,3,1575,1634,1635,1694,2.0,NORMAL,0,NORMAL,0,TRAIN,LOCAL_VIDEO_EMBEDDED_RED_TEXT_ONSET,NO,1.0,5,3.466666666666667,5,0.0100294079326923,0.01538159,0.4525541971153846,206,0.0007361222115384,0.0220836779807692,0.16244695,0.0253004525653625,0.0092107977403846,0.5463813108977675,66.60823557692308,0.2201770957899452,0.9903846153846154,NORMAL_TO_NORMAL
