sequence_id,scene_id,scene_name,current_window_id,history_start_window_id,history_end_window_id,current_start_frame,current_end_frame,frames_until_transition,seconds_until_transition,future_forecast_label,future_abnormal_within_6sec,training_split,H0_global_unique_person_count,H0_global_avg_person_count_per_frame,H0_global_max_zone_person_count,H0_global_avg_speed_norm_s,H0_global_speed_std_norm_s,H0_global_avg_acceleration_norm_s2,H0_global_avg_direction_change_deg,H0_global_direction_consistency,H0_global_movement_activity_ratio,H1_global_unique_person_count,H1_global_avg_person_count_per_frame,H1_global_max_zone_person_count,H1_global_avg_speed_norm_s,H1_global_speed_std_norm_s,H1_global_avg_acceleration_norm_s2,H1_global_avg_direction_change_deg,H1_global_direction_consistency,H1_global_movement_activity_ratio,H2_global_unique_person_count,H2_global_avg_person_count_per_frame,H2_global_max_zone_person_count,H2_global_avg_speed_norm_s,H2_global_speed_std_norm_s,H2_global_avg_acceleration_norm_s2,H2_global_avg_direction_change_deg,H2_global_direction_consistency,H2_global_movement_activity_ratio,DELTA_global_unique_person_count,DELTA_global_avg_person_count_per_frame,DELTA_global_avg_speed_norm_s,DELTA_global_speed_std_norm_s,DELTA_global_avg_acceleration_norm_s2,DELTA_global_avg_direction_change_deg,DELTA_global_direction_consistency,DELTA_global_movement_activity_ratio
SEQ_02,SCENE_01,Lawn,6,4,6,987,1046,285,9.5,NO_TRANSITION_WITHIN_6SEC,0,VALIDATION,14.0,8.666666666666666,5.0,0.0385305555717291,0.0267594037231312,0.0203058478085618,37.30012378908129,0.4312444830094969,0.99009139009139,16.0,9.433333333333334,6.0,0.0297224563716388,0.0216502424712917,-0.0093391017522078,42.0692349729022,0.3826014295821061,0.9899229475692092,18.0,11.066666666666666,5.0,0.0286206533500884,0.022923435492554,0.0134045399191704,43.54292007119877,0.3536771903605806,0.9893637049539692,4.0,2.4000000000000004,-0.0099099022216407,-0.0038359682305772,-0.0069013078893913,6.242796282117482,-0.0775672926489163,-0.0007276851374209
SEQ_02,SCENE_01,Lawn,7,5,7,1047,1106,225,7.5,NO_TRANSITION_WITHIN_6SEC,0,VALIDATION,16.0,9.433333333333334,6.0,0.0297224563716388,0.0216502424712917,-0.0093391017522078,42.0692349729022,0.3826014295821061,0.9899229475692092,18.0,11.066666666666666,5.0,0.0286206533500884,0.022923435492554,0.0134045399191704,43.54292007119877,0.3536771903605806,0.9893637049539692,18.0,11.466666666666669,7.0,0.0294739333075176,0.0211134229559456,0.0026996640947517,45.53502879574469,0.3991649286929236,0.99245390070922,2.0,2.033333333333335,-0.0002485230641211,-0.000536819515346,0.0120387658469596,3.4657938228424854,0.0165634991108175,0.0025309531400107
SEQ_02,SCENE_01,Lawn,8,6,8,1107,1166,165,5.5,ABNORMAL_WITHIN_6SEC,1,VALIDATION,18.0,11.066666666666666,5.0,0.0286206533500884,0.022923435492554,0.0134045399191704,43.54292007119877,0.3536771903605806,0.9893637049539692,18.0,11.466666666666669,7.0,0.0294739333075176,0.0211134229559456,0.0026996640947517,45.53502879574469,0.3991649286929236,0.99245390070922,18.0,10.1,8.0,0.0382480772307002,0.0307029834185682,0.0025080451746889,37.53697009990082,0.3628835279540369,0.9878337639965546,0.0,-0.9666666666666668,0.0096274238806118,0.0077795479260142,-0.0108964947444815,-6.005949971297952,0.0092063375934563,-0.0015299409574144
SEQ_02,SCENE_01,Lawn,9,7,9,1167,1226,105,3.5,ABNORMAL_WITHIN_6SEC,1,VALIDATION,18.0,11.466666666666669,7.0,0.0294739333075176,0.0211134229559456,0.0026996640947517,45.53502879574469,0.3991649286929236,0.99245390070922,18.0,10.1,8.0,0.0382480772307002,0.0307029834185682,0.0025080451746889,37.53697009990082,0.3628835279540369,0.9878337639965546,16.0,8.483333333333334,8.0,0.033956237659746,0.0264493118469592,0.0133306292796083,37.16675092589831,0.3501257624480587,0.9808409124794992,-2.0,-2.9833333333333343,0.0044823043522283,0.0053358888910136,0.0106309651848565,-8.368277869846374,-0.0490391662448648,-0.0116129882297207
SEQ_02,SCENE_01,Lawn,10,8,10,1227,1286,45,1.5,ABNORMAL_WITHIN_6SEC,1,VALIDATION,18.0,10.1,8.0,0.0382480772307002,0.0307029834185682,0.0025080451746889,37.53697009990082,0.3628835279540369,0.9878337639965546,16.0,8.483333333333334,8.0,0.033956237659746,0.0264493118469592,0.0133306292796083,37.16675092589831,0.3501257624480587,0.9808409124794992,11.0,7.433333333333334,5.0,0.0324327389098576,0.0216270343270276,-0.0097912658861114,33.45830924988754,0.3412796843760141,0.9952153110047848,-7.0,-2.666666666666666,-0.0058153383208425,-0.0090759490915405,-0.0122993110608003,-4.078660850013279,-0.0216038435780228,0.00738154700823
SEQ_03,SCENE_02,Indoor,2,0,2,1575,1634,173,5.766666666666667,ABNORMAL_WITHIN_6SEC,1,TRAIN,8.0,6.6,5.0,0.0174300811719529,0.0161199213545352,0.0034472520234002,58.13755980647666,0.1664288363597428,0.9795941000332704,9.0,7.8,5.0,0.0240039103593576,0.0269474922632281,0.0179764723538205,60.302413089701005,0.0624277643973246,0.9976190476190476,11.0,7.833333333333333,5.0,0.0255745390476365,0.0301192682655421,-0.0144960777328611,58.508259009835584,0.1663250308846634,0.9894671168526132,3.0,1.2333333333333334,0.0081444578756836,0.0139993469110069,-0.0179433297562613,0.3706992033589245,-0.0001038054750794,0.0098730168193427
SEQ_03,SCENE_02,Indoor,3,1,3,1635,1694,113,3.7666666666666666,ABNORMAL_WITHIN_6SEC,1,TRAIN,9.0,7.8,5.0,0.0240039103593576,0.0269474922632281,0.0179764723538205,60.302413089701005,0.0624277643973246,0.9976190476190476,11.0,7.833333333333333,5.0,0.0255745390476365,0.0301192682655421,-0.0144960777328611,58.508259009835584,0.1663250308846634,0.9894671168526132,10.0,7.566666666666666,5.0,0.0239694362712103,0.024894685707759,0.0031373585914269,55.57550280381383,0.1114782694734561,0.9899200064641244,1.0,-0.2333333333333334,-3.4474088147301574e-05,-0.0020528065554691,-0.0148391137623936,-4.726910285887172,0.0490505050761315,-0.0076990411549233
SEQ_03,SCENE_02,Indoor,4,2,4,1695,1754,53,1.7666666666666666,ABNORMAL_WITHIN_6SEC,1,TRAIN,11.0,7.833333333333333,5.0,0.0255745390476365,0.0301192682655421,-0.0144960777328611,58.508259009835584,0.1663250308846634,0.9894671168526132,10.0,7.566666666666666,5.0,0.0239694362712103,0.024894685707759,0.0031373585914269,55.57550280381383,0.1114782694734561,0.9899200064641244,13.0,7.0,6.0,0.0344483621279761,0.0324135520086865,0.028252791220238,53.083060863095234,0.2241889616560266,0.9836309523809524,2.0,-0.833333333333333,0.0088738230803395,0.0022942837431443,0.0427488689530991,-5.42519814674035,0.0578639307713632,-0.0058361644716607
SEQ_04,SCENE_02,Indoor,2,0,2,2124,2183,423,14.1,NO_TRANSITION_WITHIN_6SEC,0,TRAIN,10.0,8.916666666666666,7.0,0.0177479957232051,0.0174021911787549,0.0033521980184856,63.402995085781214,0.1130806377339067,0.9788870600151937,9.0,8.05,5.0,0.0211723204671717,0.0190878364137464,-0.0055160131583694,58.99273901515152,0.0914234400243901,0.9958513708513708,12.0,8.149999999999999,5.0,0.0245656262982602,0.0300484082977098,0.0108564078604884,57.289093098862494,0.2082706450350407,0.9897875543660088,2.0,-0.7666666666666675,0.006817630575055,0.0126462171189549,0.0075042098420027,-6.11390198691872,0.095190007301134,0.0109004943508153
SEQ_04,SCENE_02,Indoor,3,1,3,2184,2243,363,12.1,NO_TRANSITION_WITHIN_6SEC,0,TRAIN,9.0,8.05,5.0,0.0211723204671717,0.0190878364137464,-0.0055160131583694,58.99273901515152,0.0914234400243901,0.9958513708513708,12.0,8.149999999999999,5.0,0.0245656262982602,0.0300484082977098,0.0108564078604884,57.289093098862494,0.2082706450350407,0.9897875543660088,11.0,7.1,5.0,0.024519755758464,0.0282577805944828,0.002510538139217,59.19160421662846,0.2532205063592206,0.9858931405395872,2.0,-0.9500000000000012,0.0033474352912923,0.0091699441807363,0.0080265512975865,0.1988652014769485,0.1617970663348304,-0.0099582303117834
SEQ_04,SCENE_02,Indoor,4,2,4,2244,2303,303,10.1,NO_TRANSITION_WITHIN_6SEC,0,TRAIN,12.0,8.149999999999999,5.0,0.0245656262982602,0.0300484082977098,0.0108564078604884,57.289093098862494,0.2082706450350407,0.9897875543660088,11.0,7.1,5.0,0.024519755758464,0.0282577805944828,0.002510538139217,59.19160421662846,0.2532205063592206,0.9858931405395872,11.0,7.15,5.0,0.0301865156864863,0.0346602595836072,0.0219651675406567,57.2165175859918,0.2344062404782395,0.9896965781500624,-1.0,-0.9999999999999982,0.0056208893882261,0.0046118512858974,0.0111087596801683,-0.0725755128706922,0.0261355954431987,-9.097621594644778e-05
SEQ_04,SCENE_02,Indoor,5,3,5,2304,2363,243,8.1,NO_TRANSITION_WITHIN_6SEC,0,TRAIN,11.0,7.1,5.0,0.024519755758464,0.0282577805944828,0.002510538139217,59.19160421662846,0.2532205063592206,0.9858931405395872,11.0,7.15,5.0,0.0301865156864863,0.0346602595836072,0.0219651675406567,57.2165175859918,0.2344062404782395,0.9896965781500624,13.0,8.75,7.0,0.0308542780061604,0.0384093267001211,-0.003794089285356,52.620284748565695,0.2424227745462345,0.9887763739536636,2.0,1.6500000000000004,0.0063345222476963,0.0101515461056383,-0.0063046274245731,-6.571319468062768,-0.010797731812986,0.0028832334140761
SEQ_04,SCENE_02,Indoor,6,4,6,2364,2423,183,6.1,NO_TRANSITION_WITHIN_6SEC,0,TRAIN,11.0,7.15,5.0,0.0301865156864863,0.0346602595836072,0.0219651675406567,57.2165175859918,0.2344062404782395,0.9896965781500624,13.0,8.75,7.0,0.0308542780061604,0.0384093267001211,-0.003794089285356,52.620284748565695,0.2424227745462345,0.9887763739536636,11.0,7.783333333333333,5.0,0.0207343470052862,0.0226345717576798,-0.0010560958915567,63.00495714576171,0.1713775213677899,0.9960629921259844,0.0,0.6333333333333329,-0.0094521686812,-0.0120256878259274,-0.0230212634322134,5.788439559769905,-0.0630287191104495,0.0063664139759218
SEQ_04,SCENE_02,Indoor,7,5,7,2424,2483,123,4.1,ABNORMAL_WITHIN_6SEC,1,TRAIN,13.0,8.75,7.0,0.0308542780061604,0.0384093267001211,-0.003794089285356,52.620284748565695,0.2424227745462345,0.9887763739536636,11.0,7.783333333333333,5.0,0.0207343470052862,0.0226345717576798,-0.0010560958915567,63.00495714576171,0.1713775213677899,0.9960629921259844,13.0,7.466666666666667,6.0,0.0285565454903737,0.0529257483403467,0.0391115068089009,61.24838773633774,0.1286793562139811,0.9806613139946474,0.0,-1.2833333333333332,-0.0022977325157866,0.0145164216402255,0.0429055960942569,8.628102987772046,-0.1137434183322534,-0.008115059959016
SEQ_04,SCENE_02,Indoor,8,6,8,2484,2543,63,2.1,ABNORMAL_WITHIN_6SEC,1,TRAIN,11.0,7.783333333333333,5.0,0.0207343470052862,0.0226345717576798,-0.0010560958915567,63.00495714576171,0.1713775213677899,0.9960629921259844,13.0,7.466666666666667,6.0,0.0285565454903737,0.0529257483403467,0.0391115068089009,61.24838773633774,0.1286793562139811,0.9806613139946474,15.0,8.783333333333333,7.0,0.029142976722638,0.0437857577471258,0.001675257884622,56.45640757280557,0.1995823074412534,0.9784146841673504,4.0,1.0,0.0084086297173518,0.021151185989446,0.0027313537761787,-6.548549572956134,0.0282047860734634,-0.0176483079586339
SEQ_04,SCENE_02,Indoor,9,7,9,2544,2603,3,0.1,ABNORMAL_WITHIN_6SEC,1,TRAIN,13.0,7.466666666666667,6.0,0.0285565454903737,0.0529257483403467,0.0391115068089009,61.24838773633774,0.1286793562139811,0.9806613139946474,15.0,8.783333333333333,7.0,0.029142976722638,0.0437857577471258,0.001675257884622,56.45640757280557,0.1995823074412534,0.9784146841673504,14.0,5.7,5.0,0.0498299641360543,0.0524396867618032,0.0265932812752485,46.363466598639455,0.328485178506174,0.9676085818942962,1.0,-1.7666666666666666,0.0212734186456806,-0.0004860615785434,-0.0125182255336524,-14.884921137698283,0.1998058222921928,-0.0130527321003511
SEQ_05,SCENE_02,Indoor,2,0,2,2809,2868,352,11.733333333333333,NO_TRANSITION_WITHIN_6SEC,0,TRAIN,10.0,7.199999999999999,6.0,0.0302761663605987,0.0283651381076628,0.0386309422380379,58.64843552526063,0.1508160487565902,0.971130713712911,11.0,6.699999999999999,6.0,0.0271579271447044,0.0238499070751141,-0.02667951878633,55.83361467672414,0.0942217850879954,0.9797105911330048,12.0,7.75,7.0,0.0286263508137829,0.0283092110751417,0.0024234669281524,56.29135362903226,0.2219997438544995,0.9831378299120236,2.0,0.5500000000000007,-0.0016498155468157,-5.592703252114972e-05,-0.0362074753098855,-2.3570818962283724,0.0711836950979092,0.0120071161991125
SEQ_05,SCENE_02,Indoor,3,1,3,2869,2928,292,9.733333333333333,NO_TRANSITION_WITHIN_6SEC,0,TRAIN,11.0,6.699999999999999,6.0,0.0271579271447044,0.0238499070751141,-0.02667951878633,55.83361467672414,0.0942217850879954,0.9797105911330048,12.0,7.75,7.0,0.0286263508137829,0.0283092110751417,0.0024234669281524,56.29135362903226,0.2219997438544995,0.9831378299120236,13.0,8.616666666666667,8.0,0.0275782287234042,0.0251337825806457,-0.0138135468971631,55.88672531028368,0.1983076584989478,0.9884751773049644,2.0,1.916666666666668,0.0004203015786998,0.0012838755055315,0.0128659718891669,0.053110633559541,0.1040858734109523,0.0087645861719596
SEQ_05,SCENE_02,Indoor,4,2,4,2929,2988,232,7.733333333333333,NO_TRANSITION_WITHIN_6SEC,0,TRAIN,12.0,7.75,7.0,0.0286263508137829,0.0283092110751417,0.0024234669281524,56.29135362903226,0.2219997438544995,0.9831378299120236,13.0,8.616666666666667,8.0,0.0275782287234042,0.0251337825806457,-0.0138135468971631,55.88672531028368,0.1983076584989478,0.9884751773049644,14.0,7.566666666666666,7.0,0.0404406510293448,0.0412562555764573,0.02067825113808,48.49152165377616,0.3561748325580648,0.970609645131938,2.0,-0.1833333333333335,0.0118143002155618,0.0129470445013156,0.0182547842099275,-7.799831975256097,0.1341750887035653,-0.0125281847800854
SEQ_05,SCENE_02,Indoor,5,3,5,2989,3048,172,5.733333333333333,ABNORMAL_WITHIN_6SEC,1,TRAIN,13.0,8.616666666666667,8.0,0.0275782287234042,0.0251337825806457,-0.0138135468971631,55.88672531028368,0.1983076584989478,0.9884751773049644,14.0,7.566666666666666,7.0,0.0404406510293448,0.0412562555764573,0.02067825113808,48.49152165377616,0.3561748325580648,0.970609645131938,12.0,7.283333333333333,7.0,0.0379233654173837,0.0359022201119234,0.0466663074239816,49.698292620481936,0.214588908084761,0.970166379804934,-1.0,-1.333333333333334,0.0103451366939795,0.0107684375312777,0.0604798543211446,-6.188432689801743,0.0162812495858131,-0.0183087975000304
SEQ_05,SCENE_02,Indoor,6,4,6,3049,3108,112,3.733333333333333,ABNORMAL_WITHIN_6SEC,1,TRAIN,14.0,7.566666666666666,7.0,0.0404406510293448,0.0412562555764573,0.02067825113808,48.49152165377616,0.3561748325580648,0.970609645131938,12.0,7.283333333333333,7.0,0.0379233654173837,0.0359022201119234,0.0466663074239816,49.698292620481936,0.214588908084761,0.970166379804934,12.0,6.990476190476191,7.0,0.0323656567385549,0.0315250362634872,-0.0058155705745873,46.87365583540954,0.3251627795416733,0.979445655559016,-2.0,-0.5761904761904759,-0.0080749942907898,-0.00973121931297,-0.0264938217126673,-1.6178658183666244,-0.0310120530163915,0.0088360104270777
SEQ_05,SCENE_02,Indoor,7,5,7,3109,3168,52,1.7333333333333334,ABNORMAL_WITHIN_6SEC,1,TRAIN,12.0,7.283333333333333,7.0,0.0379233654173837,0.0359022201119234,0.0466663074239816,49.698292620481936,0.214588908084761,0.970166379804934,12.0,6.990476190476191,7.0,0.0323656567385549,0.0315250362634872,-0.0058155705745873,46.87365583540954,0.3251627795416733,0.979445655559016,13.0,6.816666666666666,5.0,0.0406528339137454,0.0357324238438398,0.0456302570093493,41.27865340772957,0.2833424670069616,0.9855461221938642,1.0,-0.4666666666666668,0.0027294684963616,-0.0001697962680836,-0.0010360504146322,-8.419639212752365,0.0687535589222005,0.0153797423889301
SEQ_06,SCENE_02,Indoor,2,0,2,3577,3636,303,10.1,NO_TRANSITION_WITHIN_6SEC,0,VALIDATION,9.0,7.0,7.0,0.0207952231944444,0.0172391846707751,0.0017300475,55.47113652777777,0.2335804945246991,0.9777777777777776,12.0,6.7333333333333325,7.0,0.0291044084676616,0.0246810450580682,0.0180928403714038,48.78504438676185,0.3921687628701428,0.9808133246809432,13.0,7.942857142857143,8.0,0.0483686318835217,0.0438622175581142,0.0582746092259727,43.69351244595943,0.2257460195474111,0.954522780179581,4.0,0.9428571428571432,0.0275734086890773,0.0266230328873391,0.0565445617259727,-11.777624081818344,-0.007834474977288,-0.0232549975981966
SEQ_06,SCENE_02,Indoor,3,1,3,3637,3696,243,8.1,NO_TRANSITION_WITHIN_6SEC,0,VALIDATION,12.0,6.7333333333333325,7.0,0.0291044084676616,0.0246810450580682,0.0180928403714038,48.78504438676185,0.3921687628701428,0.9808133246809432,13.0,7.942857142857143,8.0,0.0483686318835217,0.0438622175581142,0.0582746092259727,43.69351244595943,0.2257460195474111,0.954522780179581,11.0,7.5,7.0,0.0271742135566297,0.0258328899635317,0.0315495129683576,46.93970046772978,0.4226494321008833,0.9829545454545454,-1.0,0.7666666666666675,-0.0019301949110318,0.0011518449054634,0.0134566725969538,-1.845343919032068,0.0304806692307404,0.0021412207736022
SEQ_06,SCENE_02,Indoor,4,2,4,3697,3756,183,6.1,NO_TRANSITION_WITHIN_6SEC,0,VALIDATION,13.0,7.942857142857143,8.0,0.0483686318835217,0.0438622175581142,0.0582746092259727,43.69351244595943,0.2257460195474111,0.954522780179581,11.0,7.5,7.0,0.0271742135566297,0.0258328899635317,0.0315495129683576,46.93970046772978,0.4226494321008833,0.9829545454545454,12.0,8.15,7.0,0.0182120641522315,0.0151459140497349,0.0085434524901679,61.235520789880695,0.1608411557353576,0.9891957578435706,-1.0,0.2071428571428573,-0.0301565677312902,-0.0287163035083793,-0.0497311567358048,17.542008343921268,-0.0649048638120535,0.0346729776639895
SEQ_06,SCENE_02,Indoor,5,3,5,3757,3816,123,4.1,ABNORMAL_WITHIN_6SEC,1,VALIDATION,11.0,7.5,7.0,0.0271742135566297,0.0258328899635317,0.0315495129683576,46.93970046772978,0.4226494321008833,0.9829545454545454,12.0,8.15,7.0,0.0182120641522315,0.0151459140497349,0.0085434524901679,61.235520789880695,0.1608411557353576,0.9891957578435706,9.0,7.483333333333332,6.0,0.0169847930344827,0.0116615965455778,-0.0030269506105618,59.45805396672293,0.1866353607546995,0.99074029418857,-2.0,-0.0166666666666674,-0.010189420522147,-0.0141712934179539,-0.0345764635789194,12.51835349899315,-0.2360140713461838,0.0077857487340247
SEQ_06,SCENE_02,Indoor,6,4,6,3817,3876,63,2.1,ABNORMAL_WITHIN_6SEC,1,VALIDATION,12.0,8.15,7.0,0.0182120641522315,0.0151459140497349,0.0085434524901679,61.235520789880695,0.1608411557353576,0.9891957578435706,9.0,7.483333333333332,6.0,0.0169847930344827,0.0116615965455778,-0.0030269506105618,59.45805396672293,0.1866353607546995,0.99074029418857,10.0,8.366666666666667,7.0,0.021070716425665,0.0333697679690843,0.0192402189565727,64.80529088223787,0.1268542911997082,0.9796165884194052,-2.0,0.2166666666666667,0.0028586522734335,0.0182238539193494,0.0106967664664048,3.5697700923571745,-0.0339868645356493,-0.0095791694241653
