video_name,video_id,window_index,window_start_sec,window_end_sec,zone_id,unique_person_count,avg_person_count_per_frame,max_person_count_per_frame,avg_bbox_area_ratio,total_bbox_area_ratio,avg_detection_confidence,valid_motion_rows,motion_valid_ratio,avg_movement_norm,avg_speed_px_s,avg_speed_norm_s,speed_std_norm_s,avg_acceleration_norm_s2,acceleration_std_norm_s2,avg_direction_change_deg,mean_direction_deg,direction_consistency,ground_truth_label,ground_truth_interval
Crowd-Activity-All.avi,UMN_001,3,6.0,8.0,ZONE_B,7,4.0167,5,0.0112493,2.71108179,0.401286,237,0.983402,0.00157517,18.902,0.04725511,0.06239852,-0.00021083,2.04095941,47.7821,185.4192,0.29301,NORMAL,
Crowd-Activity-All.avi,UMN_001,3,6.0,8.0,ZONE_C,4,3.45,4,0.01018037,2.10733742,0.50703,206,0.995169,0.0009141,10.9693,0.02742313,0.01987597,0.00660044,0.49329011,39.3333,99.0555,0.190354,NORMAL,
Crowd-Activity-All.avi,UMN_001,4,8.0,10.0,ZONE_A,4,3.7167,4,0.0102276,2.28075387,0.447313,223,1.0,0.00088896,10.6675,0.02666871,0.01994976,-0.00375925,0.54399553,43.1318,90.1278,0.430373,NORMAL,
Crowd-Activity-All.avi,UMN_001,4,8.0,10.0,ZONE_B,5,3.1833,5,0.01029923,1.96715258,0.404036,188,0.984293,0.00131492,15.779,0.03944761,0.0267759,0.0135486,0.82824815,45.4684,168.2605,0.348787,NORMAL,
Crowd-Activity-All.avi,UMN_001,4,8.0,10.0,ZONE_C,3,2.9333,3,0.00973753,1.71380541,0.474338,176,1.0,0.0008847,10.6164,0.02654105,0.01495075,-0.00029576,0.49295881,40.9336,116.3971,0.153539,NORMAL,
Crowd-Activity-All.avi,UMN_001,5,10.0,12.0,ZONE_A,5,3.5833,4,0.01034784,2.22478604,0.432024,214,0.995349,0.00125225,15.0271,0.03756764,0.03951207,0.00637107,1.03009956,40.6162,103.1758,0.365563,NORMAL,
Crowd-Activity-All.avi,UMN_001,5,10.0,12.0,ZONE_B,5,2.2667,3,0.01182751,1.60854141,0.445753,133,0.977941,0.00116201,13.9441,0.03486032,0.03151823,0.0160639,0.99249316,43.3372,170.1272,0.488153,NORMAL,
Crowd-Activity-All.avi,UMN_001,5,10.0,12.0,ZONE_C,4,2.4167,3,0.00924155,1.34002518,0.436061,144,0.993103,0.00101617,12.194,0.03048507,0.02001177,-0.00202565,0.70813541,49.5563,186.3395,0.322173,NORMAL,
Crowd-Activity-All.avi,UMN_001,6,12.0,14.0,ZONE_A,5,3.6,4,0.01019252,2.20158337,0.492064,214,0.990741,0.00077155,9.2586,0.02314661,0.01314028,-2.81e-05,0.43424283,46.0985,116.2846,0.608632,NORMAL,
Crowd-Activity-All.avi,UMN_001,6,12.0,14.0,ZONE_B,5,3.15,4,0.01139354,2.15337941,0.407408,185,0.978836,0.00144264,17.3117,0.04327924,0.04483348,-0.01899867,1.14079192,41.0143,21.7463,0.395719,NORMAL,
Crowd-Activity-All.avi,UMN_001,6,12.0,14.0,ZONE_C,3,2.4333,3,0.00961988,1.40450278,0.45701,143,0.979452,0.00096258,11.5509,0.02887736,0.01797631,0.02694779,0.462663,49.4068,199.3782,0.307597,NORMAL,
Crowd-Activity-All.avi,UMN_001,7,14.0,16.0,ZONE_A,4,2.2667,3,0.01119358,1.52232666,0.466052,135,0.992647,0.00097179,11.6614,0.02915361,0.01467152,0.00911207,0.51778404,41.0171,72.9652,0.536814,NORMAL,
Crowd-Activity-All.avi,UMN_001,7,14.0,16.0,ZONE_B,5,3.7333,4,0.01351376,3.02708325,0.473709,224,1.0,0.00134599,16.1519,0.04037979,0.03488592,-0.00560547,0.98440515,42.8677,3.3535,0.546348,NORMAL,
Crowd-Activity-All.avi,UMN_001,7,14.0,16.0,ZONE_C,5,2.0833,3,0.00958749,1.19843611,0.45329,124,0.992,0.001155,13.86,0.0346499,0.0298211,-0.00477374,0.74227407,41.2332,256.1622,0.419265,NORMAL,
Crowd-Activity-All.avi,UMN_001,8,16.0,18.0,ZONE_A,10,1.9348,3,0.01192563,1.06138103,0.420134,76,0.853933,0.00379062,45.4875,0.11371869,0.08917318,0.26260554,1.66903081,30.7853,61.3566,0.241997,ABNORMAL,UMN_ABN_001
Crowd-Activity-All.avi,UMN_001,8,16.0,18.0,ZONE_B,14,3.0167,5,0.01146913,2.07591336,0.377287,163,0.900552,0.00405162,48.6194,0.1215485,0.07747347,0.10719789,1.78711977,31.2842,63.4445,0.163974,ABNORMAL,UMN_ABN_001
Crowd-Activity-All.avi,UMN_001,8,16.0,18.0,ZONE_C,11,1.902,3,0.01132707,1.0987259,0.457467,85,0.876289,0.00401687,48.2025,0.12050619,0.08803912,0.00920923,1.48703807,22.5159,327.52,0.426904,ABNORMAL,UMN_ABN_001
Crowd-Activity-All.avi,UMN_001,9,18.0,20.0,ZONE_A,6,1.4333,4,0.01218925,0.52413763,0.514057,37,0.860465,0.01010309,121.2371,0.30309281,0.14444877,0.1311058,4.22675236,10.5507,175.9962,0.941995,ABNORMAL,UMN_ABN_001
Crowd-Activity-All.avi,UMN_001,9,18.0,20.0,ZONE_B,3,1.2766,3,0.01721029,1.03261758,0.692786,58,0.966667,0.00571856,68.6227,0.17155687,0.07363261,0.07460609,2.03282751,15.1606,39.8862,0.827587,ABNORMAL,UMN_ABN_001
Crowd-Activity-All.avi,UMN_001,9,18.0,20.0,ZONE_C,9,1.7843,3,0.01225491,1.11519656,0.572642,82,0.901099,0.00689472,82.7366,0.20684153,0.09938095,-0.33397069,3.00393693,15.842,7.4603,0.905741,ABNORMAL,UMN_ABN_001
Crowd-Activity-All.avi,UMN_001,10,20.0,22.0,ZONE_A,5,3.4412,4,0.01217436,1.42440018,0.544043,113,0.965812,0.00119226,14.3072,0.03576795,0.01985081,0.01245124,0.58229118,32.6874,280.5221,0.280536,ABNORMAL,UMN_ABN_001
Crowd-Activity-All.avi,UMN_001,10,20.0,22.0,ZONE_B,5,3.4706,4,0.01050727,1.23985741,0.405482,113,0.957627,0.00117723,14.1267,0.03531675,0.02367251,-7.887e-05,0.65336357,32.9137,20.1039,0.340197,ABNORMAL,UMN_ABN_001
Crowd-Activity-All.avi,UMN_001,10,20.0,22.0,ZONE_C,3,1.4186,2,0.00827353,0.50468517,0.485371,60,0.983607,0.00184762,22.1714,0.05542846,0.04039091,0.01963378,0.77889651,27.4319,92.3655,0.074917,ABNORMAL,UMN_ABN_001
Crowd-Activity-All.avi,UMN_001,11,22.0,24.0,ZONE_A,7,4.4167,5,0.01040051,2.75613478,0.434416,261,0.984906,0.00125514,15.0617,0.03765422,0.02649555,-0.00114285,0.94014176,46.2203,209.0335,0.26004,NORMAL,
Crowd-Activity-All.avi,UMN_001,11,22.0,24.0,ZONE_B,9,4.3,6,0.01118688,2.8862141,0.46777,252,0.976744,0.00140819,16.8983,0.0422457,0.04363628,-0.00732543,1.13450806,50.9866,10.5585,0.431782,NORMAL,
Crowd-Activity-All.avi,UMN_001,11,22.0,24.0,ZONE_C,2,2.0,2,0.00933491,1.12018902,0.519881,120,1.0,0.00133158,15.979,0.03994751,0.02559186,-0.00187592,0.83163381,39.6177,148.428,0.439838,NORMAL,
Crowd-Activity-All.avi,UMN_001,12,24.0,26.0,ZONE_A,7,3.5333,5,0.01052622,2.23155911,0.515121,206,0.971698,0.0009277,11.1325,0.02783112,0.02730835,0.00628648,0.80219415,51.1572,334.0269,0.18562,NORMAL,
Crowd-Activity-All.avi,UMN_001,12,24.0,26.0,ZONE_B,10,5.7833,8,0.01092744,3.79181996,0.480372,344,0.991354,0.00162544,19.5053,0.04876331,0.03539214,0.00127851,1.12571146,46.2711,2.9172,0.235329,NORMAL,
Crowd-Activity-All.avi,UMN_001,12,24.0,26.0,ZONE_C,2,1.0455,2,0.00846296,0.19464816,0.507642,23,1.0,0.00185466,22.2559,0.05563975,0.02706054,0.01390297,0.63873645,32.3325,165.4546,0.36167,NORMAL,
Crowd-Activity-All.avi,UMN_001,13,26.0,28.0,ZONE_A,4,2.9333,4,0.01344696,2.36666469,0.560304,166,0.943182,0.00134957,16.1949,0.04048715,0.03919287,-0.00091234,1.39982408,46.3294,337.189,0.502747,NORMAL,
Crowd-Activity-All.avi,UMN_001,13,26.0,28.0,ZONE_B,12,5.1333,7,0.01160764,3.5751546,0.501748,300,0.974026,0.00171631,20.5957,0.05148929,0.06099438,-0.00827481,1.94667409,49.7135,325.4112,0.003548,NORMAL,
Crowd-Activity-All.avi,UMN_001,13,26.0,28.0,ZONE_C,2,1.0,1,0.01192785,0.52482548,0.55486,44,1.0,0.00121934,14.6321,0.0365803,0.03244141,-0.06215035,0.67086528,41.6165,35.7635,0.244004,NORMAL,
Crowd-Activity-All.avi,UMN_001,14,28.0,30.0,ZONE_A,5,2.5667,4,0.01074656,1.65497081,0.505061,152,0.987013,0.00093851,11.2621,0.02815523,0.02643025,-0.02699261,0.72376075,53.3068,254.3635,0.33488,NORMAL,
Crowd-Activity-All.avi,UMN_001,14,28.0,30.0,ZONE_B,9,4.6167,7,0.01023554,2.83524466,0.435391,273,0.98556,0.00163887,19.6665,0.0491662,0.03894025,0.03936738,1.01543679,44.8473,241.8759,0.087886,NORMAL,
Crowd-Activity-All.avi,UMN_001,14,28.0,30.0,ZONE_C,2,1.95,2,0.01011693,1.18368109,0.559042,116,0.991453,0.00123784,14.854,0.03713509,0.02098406,0.00341449,0.46570544,30.843,342.3237,0.842741,NORMAL,
Crowd-Activity-All.avi,UMN_001,15,30.0,32.0,ZONE_A,5,4.1667,5,0.0098794,2.4698505,0.526055,249,0.996,0.00076883,9.2259,0.02306483,0.01809363,-0.00582696,0.45602076,36.5032,257.9613,0.43638,NORMAL,
Crowd-Activity-All.avi,UMN_001,15,30.0,32.0,ZONE_B,8,2.9833,6,0.01091155,1.95316796,0.445214,173,0.96648,0.00175712,21.0854,0.05271357,0.03364042,0.00523573,0.93442407,37.2689,328.3332,0.213173,NORMAL,
Crowd-Activity-All.avi,UMN_001,15,30.0,32.0,ZONE_C,3,1.5667,2,0.01014521,0.95364992,0.496034,93,0.989362,0.00091759,11.011,0.02752761,0.01824788,-0.02005901,0.50596474,36.0868,330.9544,0.691352,NORMAL,
Crowd-Activity-All.avi,UMN_001,16,32.0,34.0,ZONE_A,4,3.0333,4,0.01021948,1.8599445,0.511665,182,1.0,0.0007041,8.4492,0.0211229,0.01399557,0.00066384,0.42040875,43.5694,289.1251,0.545023,NORMAL,
Crowd-Activity-All.avi,UMN_001,16,32.0,34.0,ZONE_B,7,4.5833,6,0.00918729,2.52650543,0.392388,274,0.996364,0.00111446,13.3735,0.03343378,0.0281144,-0.00102126,0.77521428,52.1202,112.1066,0.172836,NORMAL,
Crowd-Activity-All.avi,UMN_001,16,32.0,34.0,ZONE_C,4,3.1167,4,0.01020541,1.90841076,0.486629,185,0.989305,0.00114702,13.7642,0.03441058,0.02458187,0.00102828,0.5805515,40.8978,334.5275,0.480755,NORMAL,
Crowd-Activity-All.avi,UMN_001,17,34.0,36.0,ZONE_A,6,3.3333,5,0.00926605,1.8532099,0.431003,197,0.985,0.00095958,11.515,0.02878749,0.02067218,0.03393878,0.63472112,44.8818,331.7354,0.464713,NORMAL,
Crowd-Activity-All.avi,UMN_001,17,34.0,36.0,ZONE_B,5,3.95,5,0.00922664,2.18671299,0.448971,235,0.991561,0.00092412,11.0895,0.02772366,0.02077612,0.01076171,0.5009521,46.8198,36.8656,0.297899,NORMAL,
Crowd-Activity-All.avi,UMN_001,17,34.0,36.0,ZONE_C,6,4.0167,5,0.00966204,2.32855186,0.469044,240,0.995851,0.00098698,11.8438,0.02960943,0.02118574,0.00383058,0.67733643,45.409,83.9014,0.163481,NORMAL,
Crowd-Activity-All.avi,UMN_001,18,36.0,38.0,ZONE_A,6,2.35,4,0.00958716,1.35178914,0.373013,137,0.971631,0.00132009,15.8411,0.03960278,0.03323333,-0.02291143,0.94864767,33.98,359.7365,0.434918,NORMAL,
Crowd-Activity-All.avi,UMN_001,18,36.0,38.0,ZONE_B,9,5.6,8,0.00888723,2.98610775,0.422244,332,0.988095,0.00092,11.04,0.02760002,0.02979189,0.01775189,0.8725021,49.6143,337.6102,0.077565,NORMAL,
Crowd-Activity-All.avi,UMN_001,18,36.0,38.0,ZONE_C,4,3.4333,4,0.00967172,1.99237331,0.465932,206,1.0,0.00116469,13.9763,0.03494068,0.02443152,0.02490585,0.61402382,38.9354,174.5201,0.554957,NORMAL,
Crowd-Activity-All.avi,UMN_001,19,38.0,40.0,ZONE_A,3,1.7,2,0.0088343,0.90109875,0.444946,100,0.980392,0.00106181,12.7418,0.03185438,0.02389871,-0.00543267,0.51745552,39.3311,48.0866,0.356698,NORMAL,
Crowd-Activity-All.avi,UMN_001,19,38.0,40.0,ZONE_B,12,5.6667,8,0.01044044,3.54974924,0.435587,333,0.979412,0.00152106,18.2528,0.04563195,0.04771155,0.0263538,1.40257139,42.2499,230.5766,0.192897,NORMAL,
Crowd-Activity-All.avi,UMN_001,19,38.0,40.0,ZONE_C,2,1.7667,2,0.00912275,0.96701192,0.516734,106,1.0,0.00117784,14.134,0.03533512,0.01812497,-0.00331581,0.48513285,36.8816,160.5092,0.536198,NORMAL,
Crowd-Activity-All.avi,UMN_001,20,40.0,42.0,ZONE_A,2,1.5667,2,0.01037826,0.97555612,0.577702,94,1.0,0.00115259,13.8311,0.03457766,0.02835513,-0.02138041,0.5551905,30.9979,121.423,0.460321,NORMAL,
Crowd-Activity-All.avi,UMN_001,20,40.0,42.0,ZONE_B,10,4.3,6,0.00959815,2.47632368,0.469852,250,0.968992,0.00132209,15.8651,0.03966278,0.02887777,0.00746791,0.78218217,34.2774,160.8093,0.383725,NORMAL,
Crowd-Activity-All.avi,UMN_001,20,40.0,42.0,ZONE_C,2,1.5167,2,0.01137984,1.03556579,0.636867,91,1.0,0.00092303,11.0763,0.02769079,0.01803831,0.00069469,0.41746786,31.9838,34.3668,0.559908,NORMAL,
Crowd-Activity-All.avi,UMN_001,21,42.0,44.0,ZONE_A,3,1.75,2,0.01101228,1.00211725,0.452524,87,0.956044,0.00218963,26.2755,0.06568875,0.07658797,0.06661502,1.06692369,30.6045,141.8655,0.533094,ABNORMAL,UMN_ABN_002
Crowd-Activity-All.avi,UMN_001,21,42.0,44.0,ZONE_B,10,3.6667,6,0.00938943,2.06567406,0.519656,213,0.968182,0.00179907,21.5888,0.05397209,0.05495148,0.10926661,1.2886457,40.881,135.9422,0.293633,ABNORMAL,UMN_ABN_002
Crowd-Activity-All.avi,UMN_001,21,42.0,44.0,ZONE_C,3,1.7797,2,0.01085427,1.13969857,0.585632,102,0.971429,0.00215128,25.8154,0.0645384,0.07049079,0.05903721,1.1536124,31.2329,133.8853,0.185388,ABNORMAL,UMN_ABN_002
Crowd-Activity-All.avi,UMN_001,22,44.0,46.0,ZONE_A,1,1.0,1,0.01415115,0.26887185,0.416624,17,0.894737,0.00822273,98.6728,0.24668188,0.06750808,-0.2037535,2.58067153,14.6315,180.0608,0.945776,ABNORMAL,UMN_ABN_002
Crowd-Activity-All.avi,UMN_001,22,44.0,46.0,ZONE_B,4,2.1667,3,0.01128497,1.46704593,0.679369,129,0.992308,0.00352846,42.3415,0.10585365,0.04737421,0.03962475,1.59296966,31.1073,58.7719,0.763282,ABNORMAL,UMN_ABN_002
Crowd-Activity-All.avi,UMN_001,22,44.0,46.0,ZONE_C,9,2.15,4,0.01260904,1.62656612,0.580575,121,0.937984,0.00632685,75.9222,0.1898056,0.0885551,-0.00622558,2.89045631,16.7488,15.7566,0.841757,ABNORMAL,UMN_ABN_002
Crowd-Activity-All.avi,UMN_001,23,46.0,48.0,ZONE_B,1,1.0,1,0.01499196,0.68962998,0.812903,46,1.0,0.00440285,52.8343,0.13208563,0.06043438,0.03937302,1.45895976,19.3049,64.8657,0.874532,ABNORMAL,UMN_ABN_002
Crowd-Activity-All.avi,UMN_001,23,46.0,48.0,ZONE_C,4,1.2909,2,0.01032028,0.73274018,0.718593,70,0.985915,0.00364071,43.6885,0.10922121,0.05933374,-0.06263064,1.88415177,19.6007,51.9087,0.843766,ABNORMAL,UMN_ABN_002
Crowd-Activity-All.avi,UMN_001,24,48.0,50.0,ZONE_A,3,2.1739,3,0.0101706,1.01706012,0.550315,97,0.97,0.00028786,3.4543,0.00863574,0.00773502,0.00202071,0.25593656,70.3953,195.4623,0.159383,ABNORMAL,UMN_ABN_002
Crowd-Activity-All.avi,UMN_001,24,48.0,50.0,ZONE_B,5,4.3043,5,0.0103801,2.05525949,0.534685,193,0.974747,0.00082577,9.9093,0.02477323,0.02082546,0.00622668,0.6205323,52.0505,207.3828,0.223728,ABNORMAL,UMN_ABN_002
Crowd-Activity-All.avi,UMN_001,25,50.0,52.0,ZONE_A,4,3.5,4,0.00932501,1.95825164,0.456092,209,0.995238,0.00064049,7.6859,0.01921476,0.02085525,0.00752468,0.40450771,60.6195,308.597,0.061137,NORMAL,
Crowd-Activity-All.avi,UMN_001,25,50.0,52.0,ZONE_B,5,4.1667,5,0.01044523,2.61130675,0.500997,250,1.0,0.00093764,11.2517,0.02812932,0.02664208,0.00644717,0.81610117,54.8678,245.299,0.026127,NORMAL,
Crowd-Activity-All.avi,UMN_001,26,52.0,54.0,ZONE_A,5,3.4667,5,0.00981553,2.04162954,0.459676,206,0.990385,0.00068014,8.1617,0.02040421,0.02532158,0.00066583,0.52000889,67.1237,183.6837,0.246571,NORMAL,
Crowd-Activity-All.avi,UMN_001,26,52.0,54.0,ZONE_B,6,4.5,5,0.01072831,2.89664341,0.472493,267,0.988889,0.00109137,13.0964,0.03274109,0.04082529,-0.00574296,1.14045284,54.1296,317.4438,0.095949,NORMAL,
Crowd-Activity-All.avi,UMN_001,27,54.0,56.0,ZONE_A,4,2.9333,4,0.01039404,1.82935077,0.420448,174,0.988636,0.00083503,10.0204,0.02505094,0.02308436,0.02351226,0.74819942,66.1611,208.1381,0.160352,NORMAL,
Crowd-Activity-All.avi,UMN_001,27,54.0,56.0,ZONE_B,5,4.3,5,0.01068303,2.75622184,0.574686,257,0.996124,0.00071877,8.6252,0.02156297,0.02254387,-0.00088856,0.61848529,48.8567,358.9838,0.158846,NORMAL,
Crowd-Activity-All.avi,UMN_001,28,56.0,58.0,ZONE_A,4,1.8333,4,0.01082649,1.19091361,0.357734,108,0.981818,0.0012204,14.6448,0.03661198,0.03821796,-0.01805945,1.43055994,57.101,353.1618,0.269675,NORMAL,
Crowd-Activity-All.avi,UMN_001,28,56.0,58.0,ZONE_B,7,5.45,6,0.01001178,3.27385325,0.424917,325,0.993884,0.00075218,9.0262,0.02256545,0.02258631,0.00563213,0.64512787,47.4187,280.0087,0.243713,NORMAL,
Crowd-Activity-All.avi,UMN_001,29,58.0,60.0,ZONE_A,6,1.9649,3,0.01235162,1.38338132,0.384717,106,0.946429,0.00201904,24.2285,0.06057133,0.03655155,0.04044572,1.08143208,42.8599,209.1225,0.270063,NORMAL,
Crowd-Activity-All.avi,UMN_001,29,58.0,60.0,ZONE_B,10,4.9667,7,0.01006715,3.00001115,0.427684,291,0.97651,0.00166973,20.0368,0.05009198,0.04200846,0.0189541,1.21557378,50.0331,120.6374,0.114601,NORMAL,
Crowd-Activity-All.avi,UMN_001,30,60.0,62.0,ZONE_A,4,1.2083,2,0.01230672,0.35689498,0.435181,26,0.896552,0.00416626,49.9952,0.12498787,0.06232436,0.64555398,1.52479773,19.6991,332.4363,0.88772,ABNORMAL,UMN_ABN_003
Crowd-Activity-All.avi,UMN_001,30,60.0,62.0,ZONE_B,12,3.9667,6,0.00819525,1.95047035,0.520095,223,0.936975,0.00385269,46.2323,0.11558073,0.0777837,0.11892771,2.21132855,32.0209,311.751,0.514623,ABNORMAL,UMN_ABN_003
Crowd-Activity-All.avi,UMN_001,31,62.0,64.0,ZONE_A,3,1.0,1,0.00611619,0.04281335,0.36657,4,0.571429,0.00175046,21.0054,0.05251359,0.01703556,0.15637242,0.18720326,17.7248,312.4287,0.905384,ABNORMAL,UMN_ABN_003
Crowd-Activity-All.avi,UMN_001,31,62.0,64.0,ZONE_B,4,2.0333,4,0.00533721,0.65113927,0.648935,118,0.967213,0.00229088,27.4906,0.06872639,0.04782048,-0.03602105,0.9561142,24.9434,293.4267,0.653842,ABNORMAL,UMN_ABN_003
Crowd-Activity-All.avi,UMN_001,32,64.0,66.0,ZONE_A,1,1.0,1,0.00923814,0.04619069,0.319316,3,0.6,0.00207645,24.9174,0.06229335,0.00696305,-0.01821102,0.35997283,84.3809,336.3142,0.404839,ABNORMAL,UMN_ABN_003
Crowd-Activity-All.avi,UMN_001,32,64.0,66.0,ZONE_B,3,1.25,2,0.0039221,0.29415751,0.458886,72,0.96,0.00124771,14.9726,0.03743144,0.02707261,-0.0055059,0.81931227,51.7315,207.9548,0.333359,ABNORMAL,UMN_ABN_003
Crowd-Activity-All.avi,UMN_001,33,66.0,68.0,ZONE_A,7,6.5676,7,0.00845705,2.05506225,0.397098,236,0.971193,0.00087987,10.5585,0.02639618,0.02644267,-0.00192176,0.82932167,54.7726,297.5043,0.166838,ABNORMAL,UMN_ABN_003
Crowd-Activity-All.avi,UMN_001,33,66.0,68.0,ZONE_B,5,2.5,3,0.00775367,1.00797649,0.444198,127,0.976923,0.00040998,4.9197,0.0122993,0.01198381,0.00276007,0.37041689,72.8432,295.2107,0.057822,ABNORMAL,UMN_ABN_003
Crowd-Activity-All.avi,UMN_001,34,68.0,70.0,ZONE_A,7,4.6,7,0.00836962,2.31001473,0.410082,275,0.996377,0.00062681,7.5217,0.01880436,0.01543113,-0.0002589,0.4800781,67.8274,0.3414,0.113671,NORMAL,
Crowd-Activity-All.avi,UMN_001,34,68.0,70.0,ZONE_B,4,3.45,4,0.00909804,1.88329374,0.527518,205,0.990338,0.00077382,9.2858,0.02321453,0.02223523,-0.00389825,0.47070639,51.0989,114.3542,0.133789,NORMAL,
Crowd-Activity-All.avi,UMN_001,35,70.0,72.0,ZONE_A,5,4.2167,5,0.00987499,2.49837244,0.385662,251,0.992095,0.0008083,9.6996,0.02424896,0.02517964,0.00632883,0.87567519,62.3542,275.3761,0.094072,NORMAL,
Crowd-Activity-All.avi,UMN_001,35,70.0,72.0,ZONE_B,6,4.1667,5,0.00847049,2.11762366,0.45741,249,0.996,0.00069967,8.396,0.02099011,0.01898711,-0.00586394,0.58460929,52.9148,25.4471,0.340984,NORMAL,
Crowd-Activity-All.avi,UMN_001,36,72.0,74.0,ZONE_A,6,3.8,5,0.01061843,2.42100145,0.431387,223,0.97807,0.0011827,14.1924,0.03548096,0.04250026,0.01229183,1.51368575,53.1608,338.0616,0.377923,NORMAL,
Crowd-Activity-All.avi,UMN_001,36,72.0,74.0,ZONE_B,6,3.4,5,0.00929773,1.89673649,0.438781,203,0.995098,0.00048904,5.8684,0.01467106,0.03499398,0.00327034,0.85735784,71.2171,37.5788,0.138883,NORMAL,
Crowd-Activity-All.avi,UMN_001,37,74.0,76.0,ZONE_A,4,3.05,4,0.01139569,2.08541169,0.475561,181,0.989071,0.00150365,18.0438,0.04510939,0.04878228,0.04033039,1.36482065,51.7209,280.5009,0.398526,NORMAL,
Crowd-Activity-All.avi,UMN_001,37,74.0,76.0,ZONE_B,6,4.25,5,0.00919819,2.34553897,0.467495,253,0.992157,0.00056332,6.7599,0.01689974,0.01923018,-0.0053018,0.59285208,67.6443,92.7056,0.080858,NORMAL,
Crowd-Activity-All.avi,UMN_001,38,76.0,78.0,ZONE_A,4,3.1167,4,0.01234578,2.3086616,0.429064,185,0.989305,0.00104276,12.5131,0.03128274,0.03654662,-0.00428613,1.27525212,49.1019,284.5079,0.270102,NORMAL,
Crowd-Activity-All.avi,UMN_001,38,76.0,78.0,ZONE_B,9,5.1,7,0.00905295,2.77020349,0.420313,302,0.986928,0.00105606,12.6727,0.03168181,0.04110221,0.00897961,1.34663298,56.3509,235.2245,0.067988,NORMAL,
Crowd-Activity-All.avi,UMN_001,39,78.0,80.0,ZONE_A,4,3.5667,4,0.01141775,2.4433992,0.464123,212,0.990654,0.00068078,8.1693,0.02042329,0.01580906,-0.00317107,0.5847973,59.3464,308.7977,0.17962,NORMAL,
Crowd-Activity-All.avi,UMN_001,39,78.0,80.0,ZONE_B,7,4.4667,6,0.00946686,2.53711783,0.47365,267,0.996269,0.00080681,9.6817,0.02420429,0.0247491,0.00948992,0.65337624,57.9033,290.4349,0.330912,NORMAL,
Crowd-Activity-All.avi,UMN_001,40,80.0,82.0,ZONE_A,5,2.9,4,0.01039344,1.80845924,0.406178,172,0.988506,0.0005412,6.4944,0.01623603,0.02581815,0.00132992,0.84310393,67.889,213.1445,0.178593,NORMAL,
